data_size, chunk_size, N, K, chosen_nodes
67.400002, 9.628572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
135.100006, 19.300001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
190.000000, 27.142857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
74.500000, 10.642857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.271429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
96.800003, 13.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
118.300003, 16.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
224.300003, 32.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
121.599998, 17.371428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
90.000000, 12.857143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
133.699997, 19.100000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
87.099998, 12.442857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
149.300003, 21.328572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
148.699997, 21.242857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
206.100006, 29.442858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
149.600006, 21.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
119.900002, 17.128572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
126.400002, 18.057143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
260.299988, 37.185713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
137.600006, 19.657144, 10, 7, 1 6 7 9 2 0 3 8 4 5 
135.000000, 19.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
102.599998, 14.657143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
68.400002, 9.771429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
256.100006, 36.585715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
173.500000, 24.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
185.399994, 26.485713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
77.000000, 11.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
223.699997, 31.957142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
117.099998, 16.728571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
98.800003, 14.114286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.500000, 19.928571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
126.000000, 18.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
84.099998, 12.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
120.400002, 17.200000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.099998, 13.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
164.000000, 23.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
208.899994, 29.842856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
150.000000, 21.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
165.899994, 23.699999, 10, 7, 1 6 7 9 2 0 3 8 4 5 
283.200012, 40.457145, 10, 7, 1 6 7 9 2 0 3 8 4 5 
124.800003, 17.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
144.500000, 20.642857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
122.500000, 17.500000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
66.599998, 9.514285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
103.599998, 14.800000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
248.699997, 35.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.271429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
164.100006, 23.442858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
175.000000, 25.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
66.800003, 9.542858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
88.900002, 12.700000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.199997, 12.742857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
156.100006, 22.300001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
109.900002, 15.700000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
69.900002, 9.985715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
124.500000, 17.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
211.600006, 30.228572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
132.899994, 18.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
173.800003, 24.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
208.199997, 29.742857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
141.899994, 20.271428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
125.300003, 17.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
143.899994, 20.557142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
246.100006, 35.157144, 10, 7, 1 6 7 9 2 0 3 8 4 5 
137.500000, 19.642857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
132.199997, 18.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.900000, 0.414286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
99.199997, 14.171428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
264.399994, 37.771428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.600000, 0.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
180.000000, 25.714286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
195.899994, 27.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.500000, 13.071429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.099998, 13.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
70.699997, 10.100000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.099998, 13.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
147.699997, 21.100000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
227.100006, 32.442858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.899994, 18.842856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
107.099998, 15.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
128.399994, 18.342856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
103.000000, 14.714286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
184.300003, 26.328572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
218.500000, 31.214286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
170.199997, 24.314285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
134.399994, 19.199999, 10, 7, 1 6 7 9 2 0 3 8 4 5 
258.100006, 36.871429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
142.199997, 20.314285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
161.399994, 23.057142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.357143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
109.900002, 15.700000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
108.300003, 15.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
261.899994, 37.414285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.357143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
143.300003, 20.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
157.000000, 22.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
78.599998, 11.228571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
138.500000, 19.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.199997, 12.742857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
147.300003, 21.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.099998, 13.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
108.900002, 15.557143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
140.600006, 20.085715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
104.400002, 14.914286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
136.699997, 19.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
196.500000, 28.071429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
185.699997, 26.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
134.300003, 19.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
207.899994, 29.699999, 10, 7, 1 6 7 9 2 0 3 8 4 5 
128.600006, 18.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
261.299988, 37.328570, 10, 7, 1 6 7 9 2 0 3 8 4 5 
162.699997, 23.242857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.800003, 19.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
140.199997, 20.028571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
107.599998, 15.371428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
239.800003, 34.257143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.442857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
132.800003, 18.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
140.300003, 20.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
66.000000, 9.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.514286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
146.699997, 20.957142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.000000, 0.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
234.800003, 33.542858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.000000, 18.714286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
188.899994, 26.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
90.300003, 12.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
98.500000, 14.071429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.600006, 19.942858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
82.099998, 11.728571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
155.399994, 22.199999, 10, 7, 1 6 7 9 2 0 3 8 4 5 
188.000000, 26.857143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
173.600006, 24.800001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
226.300003, 32.328572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
157.500000, 22.500000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
245.000000, 35.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
167.399994, 23.914285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
167.899994, 23.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.899994, 18.842856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
111.199997, 15.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
70.599998, 10.085714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
88.599998, 12.657143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
137.199997, 19.600000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
135.000000, 19.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
152.399994, 21.771428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
4.000000, 0.571429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
249.800003, 35.685715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
146.300003, 20.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
96.099998, 13.728571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.700000, 0.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
189.699997, 27.100000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
138.600006, 19.800001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
150.500000, 21.500000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
85.599998, 12.228571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
231.300003, 33.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
202.600006, 28.942858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
177.199997, 25.314285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
274.600006, 39.228572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
159.199997, 22.742857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
239.300003, 34.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
173.399994, 24.771428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
174.699997, 24.957142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
4.100000, 0.585714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
90.199997, 12.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.899994, 18.842856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
125.099998, 17.871428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.514286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
63.400002, 9.057143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
103.699997, 14.814285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
141.300003, 20.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
104.800003, 14.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.514286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
228.500000, 32.642857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
74.800003, 10.685715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
134.699997, 19.242857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
189.100006, 27.014287, 10, 7, 1 6 7 9 2 0 3 8 4 5 
144.699997, 20.671428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
234.000000, 33.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
162.300003, 23.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
142.100006, 20.300001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
196.000000, 28.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
153.199997, 21.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
211.399994, 30.199999, 10, 7, 1 6 7 9 2 0 3 8 4 5 
154.000000, 22.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
216.699997, 30.957142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
147.600006, 21.085715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
156.199997, 22.314285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
99.500000, 14.214286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
106.699997, 15.242857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
253.199997, 36.171428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
132.100006, 18.871429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
140.199997, 20.028571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
58.799999, 8.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.599998, 12.800000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
125.199997, 17.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
141.300003, 20.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
230.899994, 32.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
128.000000, 18.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
72.000000, 10.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
133.800003, 19.114286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
149.600006, 21.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
154.000000, 22.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
199.800003, 28.542858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
157.699997, 22.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
223.199997, 31.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
132.899994, 18.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
268.899994, 38.414285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
156.100006, 22.300001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
166.500000, 23.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
250.500000, 35.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
96.000000, 13.714286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
92.300003, 13.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.700000, 0.385714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
105.300003, 15.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
157.600006, 22.514287, 10, 7, 1 6 7 9 2 0 3 8 4 5 
153.300003, 21.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
74.800003, 10.685715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.000000, 13.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.471429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
160.800003, 22.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
97.199997, 13.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.699997, 18.814285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
225.699997, 32.242857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
130.199997, 18.600000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
151.699997, 21.671428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
143.199997, 20.457142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
183.800003, 26.257143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
153.399994, 21.914285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
203.500000, 29.071429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
126.199997, 18.028571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
251.300003, 35.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.399994, 19.914285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
148.000000, 21.142857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
86.400002, 12.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
65.000000, 9.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
241.699997, 34.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
191.699997, 27.385714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
190.300003, 27.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
71.300003, 10.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
90.000000, 12.857143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
99.800003, 14.257143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
138.800003, 19.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
144.199997, 20.600000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
198.800003, 28.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
119.500000, 17.071429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
92.000000, 13.142857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
137.699997, 19.671428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
127.099998, 18.157143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
171.500000, 24.500000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
147.399994, 21.057142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
205.800003, 29.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
108.800003, 15.542858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
277.100006, 39.585715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
151.000000, 21.571429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
131.699997, 18.814285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.900002, 13.128572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.300000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
65.199997, 9.314285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
97.199997, 13.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
273.899994, 39.128571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.600000, 0.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
180.600006, 25.800001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
184.800003, 26.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
61.299999, 8.757143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.400002, 12.771429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
137.100006, 19.585715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
149.600006, 21.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
145.800003, 20.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
224.100006, 32.014287, 10, 7, 1 6 7 9 2 0 3 8 4 5 
124.699997, 17.814285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
67.000000, 9.571429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
121.300003, 17.328572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
208.100006, 29.728572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.800003, 19.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.500000, 19.928571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
220.399994, 31.485713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
269.799988, 38.542855, 10, 7, 1 6 7 9 2 0 3 8 4 5 
144.800003, 20.685715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
143.899994, 20.557142, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.099998, 12.728571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
171.000000, 24.428571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
163.399994, 23.342856, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.342857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
68.800003, 9.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
98.099998, 14.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.328571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
69.300003, 9.900000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
89.199997, 12.742857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
243.500000, 34.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
130.399994, 18.628571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
146.800003, 20.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
142.899994, 20.414285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
223.899994, 31.985713, 10, 7, 1 6 7 9 2 0 3 8 4 5 
125.900002, 17.985715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
77.000000, 11.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
124.000000, 17.714286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
195.800003, 27.971429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
149.899994, 21.414285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
161.100006, 23.014287, 10, 7, 1 6 7 9 2 0 3 8 4 5 
207.000000, 29.571429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
263.500000, 37.642857, 10, 7, 1 6 7 9 2 0 3 8 4 5 
139.600006, 19.942858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
159.800003, 22.828572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.200000, 0.457143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
105.699997, 15.100000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
231.300003, 33.042858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.400000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.314286, 10, 7, 1 6 7 9 2 0 3 8 4 5 
159.500000, 22.785714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
163.000000, 23.285714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
67.800003, 9.685715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
88.699997, 12.671428, 10, 7, 1 6 7 9 2 0 3 8 4 5 
3.700000, 0.528571, 10, 7, 1 6 7 9 2 0 3 8 4 5 
70.400002, 10.057143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
91.000000, 13.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
180.300003, 25.757143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
148.800003, 21.257143, 10, 7, 1 6 7 9 2 0 3 8 4 5 
234.100006, 33.442858, 10, 7, 1 6 7 9 2 0 3 8 4 5 
163.600006, 23.371429, 10, 7, 1 6 7 9 2 0 3 8 4 5 
70.099998, 10.014285, 10, 7, 1 6 7 9 2 0 3 8 4 5 
106.300003, 15.185715, 10, 7, 1 6 7 9 2 0 3 8 4 5 
121.300003, 17.328572, 10, 7, 1 6 7 9 2 0 3 8 4 5 
185.600006, 26.514287, 10, 7, 1 6 7 9 2 0 3 8 4 5 
140.000000, 20.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
226.100006, 32.300001, 10, 7, 1 6 7 9 2 0 3 8 4 5 
206.500000, 29.500000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
161.000000, 23.000000, 10, 7, 1 6 7 9 2 0 3 8 4 5 
153.199997, 21.885714, 10, 7, 1 6 7 9 2 0 3 8 4 5 
