data_size, chunk_size, N, K, chosen_nodes
75.300003, 8.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
111.800003, 12.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
85.699997, 9.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
192.600006, 21.400001, 10, 9, 1 6 7 9 2 0 3 8 4 5 
258.299988, 28.699999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
196.899994, 21.877777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.000000, 15.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
197.000000, 21.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
299.899994, 33.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
159.000000, 17.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.100006, 15.788890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
47.900002, 5.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.600000, 0.177778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.800003, 10.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
272.899994, 30.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.399994, 18.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.199997, 14.577777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
193.100006, 21.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
67.300003, 7.477778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.199997, 12.022222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.100006, 15.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.099998, 13.900000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
220.199997, 24.466666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
73.500000, 8.166667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
113.500000, 12.611111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
86.099998, 9.566666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
160.300003, 17.811111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.800003, 16.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
243.600006, 27.066667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
278.399994, 30.933333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.500000, 18.944444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.800003, 14.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.000000, 16.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
204.899994, 22.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
166.899994, 18.544444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
118.199997, 13.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
65.300003, 7.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
201.800003, 22.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
182.600006, 20.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.599998, 13.955555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
219.000000, 24.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.199997, 10.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.700000, 0.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
54.299999, 6.033333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.199997, 15.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
84.099998, 9.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
109.900002, 12.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
74.500000, 8.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
209.100006, 23.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.300003, 14.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
110.800003, 12.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.800003, 14.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
151.699997, 16.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
245.100006, 27.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.199997, 15.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
145.899994, 16.211110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
130.399994, 14.488888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
272.100006, 30.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.100006, 16.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.199997, 10.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.400002, 8.377778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.700000, 0.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.300003, 15.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
172.800003, 19.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
197.300003, 21.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
71.500000, 7.944444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.700000, 0.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
219.000000, 24.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.699997, 12.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
219.699997, 24.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
119.000000, 13.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
78.500000, 8.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.800003, 14.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
85.599998, 9.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.800003, 16.088889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
113.400002, 12.600000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.100006, 16.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
219.000000, 24.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
110.199997, 12.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.399994, 14.377777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
243.899994, 27.099999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
127.900002, 14.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.000000, 15.111111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
133.899994, 14.877777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
73.500000, 8.166667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.700000, 0.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
95.599998, 10.622222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
278.200012, 30.911112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
171.699997, 19.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
189.600006, 21.066667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
70.400002, 7.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
139.100006, 15.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
124.500000, 13.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
219.500000, 24.388889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.600006, 14.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.699997, 8.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
84.500000, 9.388889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.699997, 14.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
104.699997, 11.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
174.899994, 19.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
237.800003, 26.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
130.199997, 14.466666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
273.000000, 30.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.899994, 15.099999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.300003, 18.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
143.199997, 15.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
71.000000, 7.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
71.800003, 7.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
189.100006, 21.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
180.300003, 20.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
259.600006, 28.844445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.000000, 11.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.699997, 15.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
83.800003, 9.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
85.099998, 9.455555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.500000, 11.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.899994, 16.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.099998, 13.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
220.699997, 24.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.000000, 14.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.300003, 16.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
161.899994, 17.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
227.100006, 25.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.300003, 13.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
260.899994, 28.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
151.600006, 16.844445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.399994, 15.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.699997, 16.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
242.500000, 26.944444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
186.800003, 20.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
104.699997, 11.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
67.400002, 7.488889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.100006, 15.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
190.000000, 21.111111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
74.500000, 8.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.800003, 10.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
118.300003, 13.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
224.300003, 24.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
121.599998, 13.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
90.000000, 10.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
133.699997, 14.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
87.099998, 9.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
149.300003, 16.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
148.699997, 16.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
206.100006, 22.900001, 10, 9, 1 6 7 9 2 0 3 8 4 5 
149.600006, 16.622223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
119.900002, 13.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
126.400002, 14.044445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
260.299988, 28.922221, 10, 9, 1 6 7 9 2 0 3 8 4 5 
137.600006, 15.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.000000, 15.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
102.599998, 11.400000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
68.400002, 7.600000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
256.100006, 28.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.500000, 19.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
185.399994, 20.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.000000, 8.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
223.699997, 24.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
117.099998, 13.011111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.800003, 10.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
139.500000, 15.500000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
126.000000, 14.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
84.099998, 9.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.400002, 13.377778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.099998, 10.122222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.000000, 18.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
208.899994, 23.211110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
150.000000, 16.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.899994, 18.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
283.200012, 31.466668, 10, 9, 1 6 7 9 2 0 3 8 4 5 
124.800003, 13.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.500000, 16.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
122.500000, 13.611111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.599998, 7.400000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
103.599998, 11.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
248.699997, 27.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.100006, 18.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
175.000000, 19.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.800003, 7.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
88.900002, 9.877778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
89.199997, 9.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
156.100006, 17.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
109.900002, 12.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
69.900002, 7.766667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
124.500000, 13.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
211.600006, 23.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.899994, 14.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.800003, 19.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
208.199997, 23.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.899994, 15.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.300003, 13.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
143.899994, 15.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
246.100006, 27.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
137.500000, 15.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.199997, 14.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.900000, 0.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.199997, 11.022222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
264.399994, 29.377777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.600000, 0.288889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
180.000000, 20.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
195.899994, 21.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.500000, 10.166667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.099998, 10.122222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
70.699997, 7.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.099998, 10.122222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.699997, 16.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
227.100006, 25.233334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.899994, 14.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
107.099998, 11.900000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.399994, 14.266666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
103.000000, 11.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
184.300003, 20.477778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
218.500000, 24.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.199997, 18.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.399994, 14.933333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
258.100006, 28.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.199997, 15.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
161.399994, 17.933333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
109.900002, 12.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.300003, 12.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
261.899994, 29.099999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
143.300003, 15.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
157.000000, 17.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
78.599998, 8.733333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
138.500000, 15.388889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
89.199997, 9.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.300003, 16.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.099998, 10.122222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.900002, 12.100000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.600006, 15.622223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
104.400002, 11.600000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.699997, 15.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
196.500000, 21.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
185.699997, 20.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.300003, 14.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
207.899994, 23.099999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.600006, 14.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
261.299988, 29.033332, 10, 9, 1 6 7 9 2 0 3 8 4 5 
162.699997, 18.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
139.800003, 15.533334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.199997, 15.577777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
107.599998, 11.955555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
239.800003, 26.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.800003, 14.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.300003, 15.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.000000, 7.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.400000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.699997, 16.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.000000, 0.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
234.800003, 26.088889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.000000, 14.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
188.899994, 20.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
90.300003, 10.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.500000, 10.944444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
139.600006, 15.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
82.099998, 9.122222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
155.399994, 17.266666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
188.000000, 20.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.600006, 19.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
226.300003, 25.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
157.500000, 17.500000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
245.000000, 27.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.399994, 18.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.899994, 18.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.899994, 14.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
111.199997, 12.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
70.599998, 7.844444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
88.599998, 9.844444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
137.199997, 15.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.000000, 15.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
152.399994, 16.933333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
4.000000, 0.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
249.800003, 27.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.300003, 16.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.099998, 10.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.700000, 0.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
189.699997, 21.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
138.600006, 15.400001, 10, 9, 1 6 7 9 2 0 3 8 4 5 
150.500000, 16.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
85.599998, 9.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
231.300003, 25.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
202.600006, 22.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
177.199997, 19.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
274.600006, 30.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
159.199997, 17.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
239.300003, 26.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.399994, 19.266666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
174.699997, 19.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
4.100000, 0.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
90.199997, 10.022222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.899994, 14.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.099998, 13.900000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.400000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
63.400002, 7.044445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
103.699997, 11.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.300003, 15.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
104.800003, 11.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.600000, 0.400000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
228.500000, 25.388889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
74.800003, 8.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.699997, 14.966666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
189.100006, 21.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.699997, 16.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
234.000000, 26.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
162.300003, 18.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.100006, 15.788890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
196.000000, 21.777778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
153.199997, 17.022222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
211.399994, 23.488888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
154.000000, 17.111111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
216.699997, 24.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.600006, 16.400001, 10, 9, 1 6 7 9 2 0 3 8 4 5 
156.199997, 17.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.500000, 11.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
106.699997, 11.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
253.199997, 28.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.300000, 0.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.100006, 14.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
