data_size, chunk_size, N, K, chosen_nodes
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.899994, 18.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
124.800003, 13.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.199997, 7.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
151.500000, 16.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.400002, 8.377778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
176.100006, 19.566667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.800003, 10.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
90.800003, 10.088889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.699997, 8.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.200000, 0.355556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.900002, 11.100000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
148.100006, 16.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
213.399994, 23.711110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
172.699997, 19.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
180.100006, 20.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.300003, 19.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.599998, 11.066666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
138.699997, 15.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
139.600006, 15.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
123.500000, 13.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
121.800003, 13.533334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.699997, 15.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
86.699997, 9.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
109.199997, 12.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
126.500000, 14.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.500000, 7.388889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.899994, 18.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.300003, 13.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
181.899994, 20.211110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
181.500000, 20.166667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
72.599998, 8.066666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.000000, 8.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.700000, 0.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
105.800003, 11.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.700000, 0.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
171.899994, 19.099999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
190.699997, 21.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
127.900002, 14.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
206.000000, 22.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
225.500000, 25.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.300003, 18.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.800003, 10.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
100.199997, 11.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
179.300003, 19.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.699997, 16.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.300003, 15.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
137.199997, 15.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.600006, 18.955556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.300003, 16.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.300003, 7.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
101.400002, 11.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.100006, 14.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
107.400002, 11.933334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
158.600006, 17.622223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
115.400002, 12.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
67.400002, 7.488889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.699997, 18.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
80.800003, 8.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
78.300003, 8.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.900000, 0.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
88.699997, 9.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
156.000000, 17.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
228.300003, 25.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
186.800003, 20.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.400002, 10.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.500000, 11.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
186.600006, 20.733334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
166.899994, 18.544444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
158.600006, 17.622223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.800003, 16.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
114.300003, 12.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.399994, 15.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
127.400002, 14.155556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.000000, 0.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
69.000000, 7.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
74.599998, 8.288889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
149.399994, 16.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
162.100006, 18.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
107.000000, 11.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
138.199997, 15.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
106.000000, 11.777778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.400002, 12.044445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.300003, 14.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
61.599998, 6.844444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
181.600006, 20.177778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
93.800003, 10.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.300003, 14.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
214.699997, 23.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
95.900002, 10.655556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
176.100006, 19.566667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.000000, 11.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
168.199997, 18.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.800003, 8.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
135.000000, 15.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.199997, 14.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
109.300003, 12.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
110.199997, 12.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.300003, 14.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.600000, 0.288889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
74.900002, 8.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
174.000000, 19.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
100.300003, 11.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
168.500000, 18.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.800003, 8.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
105.900002, 11.766667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.900002, 13.433334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.400002, 8.377778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
148.600006, 16.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
60.900002, 6.766667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
101.500000, 11.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
184.199997, 20.466666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
158.000000, 17.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.199997, 10.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.800003, 18.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
203.199997, 22.577777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.899994, 14.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
88.800003, 9.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
105.000000, 11.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.800003, 15.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.899994, 14.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.000000, 12.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
117.699997, 13.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
143.300003, 15.922223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.800003, 8.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
62.599998, 6.955555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
115.099998, 12.788889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
104.300003, 11.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
177.800003, 19.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
106.599998, 11.844444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
185.899994, 20.655555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.699997, 19.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
84.300003, 9.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
79.000000, 8.777778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
123.199997, 13.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
176.300003, 19.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
168.399994, 18.711110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
89.800003, 9.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
122.800003, 13.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
190.800003, 21.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
127.599998, 14.177778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.199997, 10.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
193.100006, 21.455556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
191.199997, 21.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.100006, 14.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
123.500000, 13.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.800003, 14.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.399994, 15.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
78.500000, 8.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
157.600006, 17.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
116.199997, 12.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.899994, 14.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
105.400002, 11.711111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.400002, 13.377778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
64.300003, 7.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.000000, 7.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.599998, 8.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
156.100006, 17.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.699997, 14.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
179.199997, 19.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
209.399994, 23.266666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
93.000000, 10.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.000000, 18.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
107.199997, 11.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.100006, 14.566667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
94.099998, 10.455555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
168.399994, 18.711110, 10, 9, 1 6 7 9 2 0 3 8 4 5 
153.500000, 17.055556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
122.199997, 13.577777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
116.099998, 12.900000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.800003, 14.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.100006, 15.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
171.199997, 19.022222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
138.100006, 15.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
196.300003, 21.811111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
217.000000, 24.111111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
102.099998, 11.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
148.600006, 16.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
120.099998, 13.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
178.199997, 19.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.000000, 18.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
159.100006, 17.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
93.800003, 10.422223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.000000, 8.555556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
154.300003, 17.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
114.599998, 12.733333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.699997, 8.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.700000, 0.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
75.199997, 8.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
137.199997, 15.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
214.800003, 23.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
65.900002, 7.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
95.500000, 10.611111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.199997, 16.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.800003, 18.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.500000, 15.166667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
160.300003, 17.811111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.399994, 18.266666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
92.400002, 10.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.400002, 8.488889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.800003, 10.755556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
114.000000, 12.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
169.300003, 18.811111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.900002, 10.877778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.600006, 14.955556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.300003, 8.588889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
136.600006, 15.177778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
156.100006, 17.344445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
151.199997, 16.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
122.800003, 13.644445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
133.800003, 14.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
124.699997, 13.855555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
91.199997, 10.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
67.500000, 7.500000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
216.100006, 24.011112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.300003, 18.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
178.199997, 19.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
79.800003, 8.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.000000, 0.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
187.199997, 20.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.399994, 18.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.699997, 14.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.199997, 14.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.000000, 14.888889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.900002, 10.877778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
119.099998, 13.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.000000, 18.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
179.899994, 19.988888, 10, 9, 1 6 7 9 2 0 3 8 4 5 
87.000000, 9.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
112.900002, 12.544445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
78.000000, 8.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
108.599998, 12.066666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.600006, 18.288890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
134.500000, 14.944444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
155.199997, 17.244444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
186.699997, 20.744444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
131.699997, 14.633333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
69.900002, 7.766667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
213.899994, 23.766666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.000000, 7.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
151.500000, 16.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.900002, 10.877778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
173.000000, 19.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.700000, 0.300000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
186.500000, 20.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.700000, 0.188889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
77.400002, 8.600000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
166.600006, 18.511112, 10, 9, 1 6 7 9 2 0 3 8 4 5 
127.900002, 14.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
128.500000, 14.277778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.099998, 13.900000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.599998, 11.066666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
119.800003, 13.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
171.800003, 19.088889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
72.400002, 8.044445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
102.199997, 11.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
169.399994, 18.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.699997, 11.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
160.500000, 17.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.800003, 16.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
114.099998, 12.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
114.300003, 12.700000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.300003, 14.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.900002, 10.877778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
65.000000, 7.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
215.699997, 23.966666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
144.300003, 16.033334, 10, 9, 1 6 7 9 2 0 3 8 4 5 
167.399994, 18.599999, 10, 9, 1 6 7 9 2 0 3 8 4 5 
70.500000, 7.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.300003, 18.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
147.300003, 16.366667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.500000, 10.722222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.000000, 8.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
168.199997, 18.688889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
163.800003, 18.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.099998, 8.455555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
99.699997, 11.077777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.899994, 14.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
140.100006, 15.566667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
121.000000, 13.444444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
118.199997, 13.133333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
92.099998, 10.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
146.000000, 16.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
153.000000, 17.000000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
130.199997, 14.466666, 10, 9, 1 6 7 9 2 0 3 8 4 5 
121.699997, 13.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.100006, 14.677778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
95.400002, 10.600000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
65.400002, 7.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.255556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
194.600006, 21.622223, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.000000, 0.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.800000, 0.200000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
152.600006, 16.955556, 10, 9, 1 6 7 9 2 0 3 8 4 5 
164.800003, 18.311111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
187.800003, 20.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.900000, 0.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
64.300003, 7.144445, 10, 9, 1 6 7 9 2 0 3 8 4 5 
119.900002, 13.322222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
132.699997, 14.744444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
141.000000, 15.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
98.900002, 10.988889, 10, 9, 1 6 7 9 2 0 3 8 4 5 
125.800003, 13.977778, 10, 9, 1 6 7 9 2 0 3 8 4 5 
166.699997, 18.522222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
178.100006, 19.788890, 10, 9, 1 6 7 9 2 0 3 8 4 5 
66.699997, 7.411111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
94.099998, 10.455555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
76.599998, 8.511111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.199997, 18.911111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
97.800003, 10.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
160.500000, 17.833333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
129.199997, 14.355555, 10, 9, 1 6 7 9 2 0 3 8 4 5 
115.199997, 12.800000, 10, 9, 1 6 7 9 2 0 3 8 4 5 
142.899994, 15.877777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
115.400002, 12.822222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
192.000000, 21.333333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.344444, 10, 9, 1 6 7 9 2 0 3 8 4 5 
79.800003, 8.866667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
165.899994, 18.433333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
170.399994, 18.933333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.233333, 10, 9, 1 6 7 9 2 0 3 8 4 5 
212.199997, 23.577777, 10, 9, 1 6 7 9 2 0 3 8 4 5 
65.000000, 7.222222, 10, 9, 1 6 7 9 2 0 3 8 4 5 
96.000000, 10.666667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
1.900000, 0.211111, 10, 9, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.266667, 10, 9, 1 6 7 9 2 0 3 8 4 5 
