algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time
alg4, 879.940950, 148328119.803210, 859889.283490, 161869.345974, 1039250, 7526649, 142.726120, 0.827413, 7.242385, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[8812883.835757, -3461128.555447, -8274012.368942, -8227577.933534, -5324126.471252, -8227562.294471, -8227578.114977, -5324118.248445, 8812883.835757, -6887783.487620]", 2672770.481503, 2.571826, 0.155756
alg2, 99.241825, 146015850.100211, 824893.306393, 172621.120221, 1039250, 6235500, 140.501179, 0.793739, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[14000000.000000, -6335975.016692, -12335975.016694, -13999999.316471, -4335975.208462, -8335975.273932, -12335975.016694, 0.034527, 14000000.000000, -4335975.285750]", 2592441.814162, 2.494531, 0.166102
