ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
1354,21087.025391,170.908973,62.759004,496.255143,3,2,165.388434,62.020663,892.930830
1355,0.001397,0.000013,0.000006,0.000033,3,2,0.000013,0.000006,0.000059
1356,65.744141,0.629887,0.298837,1.552694,3,2,0.630160,0.293501,2.965983
1357,2.482950,0.037661,0.011286,0.077455,5,2,0.037188,0.011085,0.112255
1358,2.731101,0.026166,0.012414,0.064501,3,2,0.026178,0.012192,0.123211
1359,0.014727,0.000186,0.000067,0.000404,4,2,0.000184,0.000066,0.000665
1360,20969.345703,200.904777,95.315208,493.485707,3,2,200.991931,93.613150,887.947680
1361,176.577362,1.300706,0.538346,4.135391,3,2,1.169593,0.519345,7.970962
1362,0.543213,0.004001,0.001656,0.012722,3,2,0.003598,0.001598,0.024521
1363,175.316360,1.291417,0.534501,4.105858,3,2,1.161240,0.515636,7.914039
1364,0.001089,0.000011,0.000003,0.000030,4,2,0.000010,0.000003,0.000049
1365,2618.390625,19.287618,7.982898,61.620347,3,2,17.343392,7.701149,110.875843
1366,1140.314941,8.399800,3.476570,26.835798,3,2,7.553086,3.353867,48.286676
1367,309.003418,2.646009,0.942084,7.271985,3,2,2.575028,0.908834,13.084761
1368,6.560925,0.067856,0.020003,0.179400,4,2,0.062754,0.019297,0.289844
1369,1176.142700,8.663715,3.585801,27.678957,3,2,7.790398,3.459243,49.803804
1370,1347.311401,13.934435,4.107657,36.907405,4,2,12.886846,3.962681,56.983033
1371,2530.984863,21.672930,7.716417,59.563368,3,2,21.091541,7.444073,107.174643
1372,1.020674,0.007572,0.003112,0.024020,3,2,0.006761,0.003002,0.043220
1373,0.005638,0.000042,0.000017,0.000133,3,2,0.000037,0.000017,0.000239
1374,264.184509,3.416718,0.805441,8.224633,5,2,3.174399,0.777013,11.923251
1375,0.008140,0.000060,0.000025,0.000191,3,2,0.000054,0.000024,0.000367
1376,0.002266,0.000024,0.000007,0.000062,4,2,0.000022,0.000007,0.000102
1377,10101.838867,105.008655,30.798289,276.723448,4,2,96.622679,29.711291,427.246005
1378,651.321533,6.179330,2.960552,15.327987,3,2,6.116244,2.907685,27.580233
1379,104.255180,1.263463,0.473887,2.825175,4,2,1.254817,0.465425,4.568047
1380,40137.582031,380.800162,182.443555,944.584697,3,2,376.912511,179.185634,1699.627319
1381,0.109381,0.000766,0.000288,0.002574,3,2,0.000692,0.000289,0.004632
1382,0.016197,0.000163,0.000049,0.000444,4,2,0.000150,0.000048,0.000685
1383,70.231331,0.491733,0.184819,1.658669,3,2,0.444425,0.185797,3.168419
1384,27.185476,0.190342,0.071541,0.638339,3,2,0.172030,0.071919,1.199356
1385,23.605274,0.307496,0.071967,0.736636,5,2,0.288229,0.069427,1.044232
1386,35847.812500,250.992472,94.336349,843.630667,3,2,226.845321,94.835483,1517.976878
1387,0.088358,0.001158,0.000402,0.002420,4,2,0.001131,0.000394,0.003737
1388,335192.000000,3543.122067,1523.600000,7888.298641,3,2,3468.110504,1496.392857,14193.717001
1389,0.000910,0.000007,0.000002,0.000021,3,2,0.000007,0.000002,0.000039
1390,69.394325,0.525558,0.182617,1.638901,3,2,0.525435,0.183583,3.130658
1391,17.734884,0.165872,0.046671,0.484937,4,2,0.156125,0.046918,0.783481
1392,3802.068115,35.560194,10.005442,104.151473,4,2,33.470585,10.058381,160.804229
1393,0.707709,0.005492,0.001862,0.016655,3,2,0.005341,0.001872,0.029968
1394,14.165374,0.143979,0.037277,0.387333,4,2,0.141975,0.037475,0.625789
1395,0.000897,0.000007,0.000002,0.000021,3,2,0.000007,0.000002,0.000040
1396,0.080620,0.000819,0.000212,0.002204,4,2,0.000808,0.000213,0.003562
1397,69.806046,0.541718,0.183700,1.648625,3,2,0.526859,0.184672,3.149232
1398,0.014379,0.000112,0.000038,0.000340,3,2,0.000109,0.000038,0.000649
