id,size,submit_time,time_spent
15880,175831.956197,182733,0
15881,104228.041026,182733,0
15882,1,182737,0
15883,68719.588131,182756,0
15884,1,182758,0
15885,1376.511811,182759,0
15886,4686427.320107,182767,0
15887,1845.480711,182776,0
15888,252.409976,182777,0
15889,47.599394,182782,0
15890,7881.592172,182784,0
15891,22.372528,182809,0
15892,4.024244,182817,0
15893,25.194206,182824,0
15894,33.598484,182825,0
15895,29.657135,182825,0
15896,32.966038,182826,0
15897,30.378138,182827,0
15898,32.529106,182827,0
15899,29.232833,182827,0
15900,31.190952,182828,0
15901,2.851114,182843,0
15902,32.356362,182844,0
15903,26.137594,182845,0
15904,27.71661,182846,0
15905,2.193077,182846,0
15906,3.297481,182848,0
15907,25.892555,182850,0
15908,10.612891,182860,0
15909,1,182861,0
15910,33152.381838,182864,0
15911,1,182867,0
15912,1,182868,0
15913,124.134568,182870,0
15914,207029.84035,182873,0
15915,1,182875,0
15916,1,182877,0
15917,1,182877,0
15918,27.697193,182881,0
15919,43.634249,182882,0
15920,1.109582,182882,0
15921,4.044779,182882,0
15922,1.438881,182884,0
15923,1,182885,0
15924,1.144504,182886,0
15925,4.710867,182887,0
15926,75169.034639,182887,0
15927,29.376304,182889,0
15928,30.557832,182889,0
15929,1.528394,182890,0
15930,1,182894,0
15931,7871.675111,182898,0
15932,1,182904,0
15933,52.336869,182906,0
15934,1.9547,182910,0
15935,1,182912,0
15936,13.507051,182939,0
15937,7.487784,182940,0
15938,1,182941,0
15939,3046.686764,182957,0
15940,38.116297,182961,0
15941,183.772212,182964,0
15942,14379.149089,182964,0
15943,186.386151,182964,0
15944,213.961852,182965,0
15945,191.013851,182966,0
15946,24.205509,182966,0
15947,211.201613,182967,0
15948,1.30782,182968,0
15949,195.317448,182969,0
15950,206.227101,182969,0
15951,4.233434,182984,0
15952,5.662057,182993,0
15953,1.283953,182994,0
15954,1.445019,182995,0
15955,1,182996,0
15956,1,182996,0
15957,1,182998,0
15958,18.732245,182999,0
15959,1223.824656,183009,0
15960,1,183017,0
15961,1,183033,0
15962,1,183039,0
15963,1,183040,0
15964,1,183040,0
15965,1,183041,0
15966,10164.575221,183047,0
15967,3.295078,183059,0
15968,1,183066,0
15969,1,183070,0
15970,19.53302,183071,0
15971,206.659989,183072,0
15972,183.031977,183072,0
15973,178.982952,183073,0
15974,176.375381,183075,0
15975,627.651227,183076,0
15976,20.652443,183080,0
15977,108740.21581,183098,0
15978,187.572073,183104,0
15979,200.024093,183108,0
15980,68719.588141,183111,0
15981,1,183111,0
15982,209.924911,183114,0
15983,175929.0491,183118,0
15984,1,183120,0
15985,1,183122,0
15986,2.274352,183122,0
15987,1,183123,0
15988,109246.962801,183124,0
15989,1,183130,0
15990,1,183136,0
15991,20.868219,183136,0
15992,1,183138,0
15993,1,183144,0
15994,1,183147,0
15995,1,183148,0
15996,114.142908,183162,0
15997,1,183164,0
15998,665.97711,183169,0
15999,21.107411,183170,0
16000,8.745277,183171,0
16001,21.808433,183171,0
16002,8.812479,183172,0
16003,6306.245104,183173,0
16004,358.900211,183173,0
16005,20.519131,183173,0
16006,8.743046,183173,0
16007,21.705887,183174,0
16008,21.097763,183174,0
16009,20.697644,183174,0
16010,19.624615,183174,0
16011,48.615922,183174,0
16012,2.358769,183175,0
16013,8.653759,183175,0
16014,21.347454,183176,0
16015,1,183180,0
16016,1,183186,0
16017,1,183186,0
16018,1,183187,0
16019,1,183192,0
16020,1,183194,0
16021,4.233434,183209,0
16022,1,183220,0
16023,1,183221,0
16024,1,183221,0
16025,24.980849,183223,0
16026,1,183226,0
16027,1005032.707671,183231,0
16028,189690.61007,183235,0
16029,798.678081,183236,0
16030,742.162385,183236,0
16031,724.836611,183237,0
16032,715.571669,183237,0
16033,822.875022,183237,0
16034,841.066081,183237,0
16035,762.542205,183238,0
16036,27.043616,183238,0
16037,1,183238,0
16038,605.626107,183239,0
16039,9575.41277,183239,0
16040,25.194206,183240,0
16041,8519.7072,183251,0
16042,1,183257,0
16043,1,183258,0
16044,1,183260,0
16045,32.183425,183268,0
16046,26.722336,183273,0
16047,88.956861,183277,0
16048,116.747516,183280,0
16049,42.714177,183288,0
16050,1,183302,0
16051,742.377043,183304,0
16052,828.79251,183305,0
16053,91.05743,183306,0
16054,716.211685,183306,0
16055,4.860232,183308,0
16056,1,183308,0
16057,725.493458,183309,0
16058,6502.474033,183311,0
16059,764.181317,183331,0
16060,1,183342,0
16061,11164.628007,183343,0
16062,805.006811,183355,0
16063,1528.892829,183356,0
16064,4.207536,183358,0
16065,1,183358,0
16066,14.484003,183359,0
16067,6414.619226,183360,0
16068,1,183360,0
16069,15.28648,183361,0
16070,2.434611,183362,0
16071,5799.371776,183364,0
16072,3.897305,183366,0
16073,4.177807,183376,0
16074,4.227176,183377,0
16075,13.422525,183379,0
16076,1,183379,0
16077,1,183384,0
16078,845.001292,183384,0
16079,38.140525,183398,0
16080,1,183399,0
16081,1,183399,0
16082,1,183400,0
16083,1,183401,0
16084,124.218489,183407,0
16085,1518.4905,183409,0
16086,1,183415,0
16087,1,183415,0
16088,1,183415,0
16089,13.353749,183427,0
16090,1,183431,0
16091,68719.589488,183434,0
16092,10.915295,183445,0
16093,11316.223499,183446,0
16094,1,183447,0
16095,4.233434,183449,0
16096,1,183452,0
16097,30569.492252,183460,0
16098,1,183461,0
16099,333127.770899,183461,0
16100,1,183462,0
16101,1,183465,0
16102,13596.495962,183466,0
16103,1,183467,0
16104,9580.386326,183468,0
16105,19.935399,183468,0
16106,41.296232,183477,0
16107,1,183481,0
16108,1,183484,0
16109,10.839297,183484,0
16110,1.876261,183485,0
16111,1,183486,0
16112,8.899568,183490,0
16113,8.788297,183490,0
16114,18.488444,183492,0
16115,1,183507,0
16116,1,183511,0
16117,175.701685,183512,0
16118,55.609668,183514,0
16119,8.524937,183529,0
16120,1256247.422679,183529,0
16121,1512.290972,183530,0
16122,1,183532,0
16123,1.706986,183533,0
16124,27.547,183534,0
16125,26.784775,183534,0
16126,25.954277,183534,0
16127,1,183534,0
16128,27.972502,183535,0
16129,24.561455,183535,0
16130,22.811579,183535,0
16131,24.300616,183536,0
16132,24.962366,183540,0
16133,1.296166,183550,0
16134,1920.774176,183551,0
16135,1.81817,183552,0
16136,2.485366,183555,0
16137,1.936451,183582,0
16138,1,183587,0
16139,24.024906,183588,0
16140,18.480548,183589,0
16141,1922.307684,183592,0
16142,1.331769,183592,0
16143,1.262233,183598,0
16144,1,183600,0
16145,1,183601,0
16146,268.437416,183608,0
16147,1,183608,0
16148,1,183613,0
16149,21562.789407,183617,0
16150,152.114407,183623,0
16151,4660.625236,183630,0
16152,1,183634,0
16153,547.359858,183639,0
16154,3715.955314,183639,0
16155,3369.589278,183640,0
16156,3350.977224,183642,0
16157,1800.224761,183646,0
16158,268.437414,183646,0
16159,201.830929,183646,0
16160,1,183648,0
16161,3349.438109,183648,0
16162,3693.268768,183649,0
16163,3743.274438,183649,0
16164,3736.144183,183649,0
16165,3384.430505,183649,0
16166,3681.53215,183650,0
16167,3386.135229,183650,0
16168,16458.344834,183652,0
16169,35521.788606,183653,0
16170,1,183653,0
16171,12467.663357,183655,0
16172,3352.478637,183655,0
16173,3407.060334,183656,0
16174,3364.751626,183656,0
16175,3703.157491,183657,0
16176,3776.185761,183658,0
16177,2.699461,183658,0
16178,3685.10813,183659,0
16179,3387.935668,183661,0
16180,458.525268,183664,0
16181,93976.065314,183670,0
16182,35.618279,183670,0
16183,1,183673,0
16184,1,183674,0
16185,31249.725674,183675,0
16186,1591235.223359,183676,0
16187,1,183676,0
16188,668.127797,183676,0
16189,755.813419,183677,0
16190,268.437415,183677,0
16191,23569.168206,183677,0
16192,738.939623,183677,0
16193,946.679617,183677,0
16194,2852.305959,183679,0
16195,46.938764,183683,0
16196,23.39598,183694,0
16197,1,183695,0
16198,3381633.858674,183698,0
16199,4.233434,183703,0
16200,33561.196007,183710,0
16201,268.437414,183720,0
16202,36.894162,183721,0
16203,258.573405,183723,0
16204,3.571886,183733,0
16205,1,183739,0
16206,254.653883,183746,0
16207,4660.873264,183748,0
16208,19.01424,183748,0
16209,1.286393,183748,0
16210,46.879663,183748,0
16211,18.984433,183748,0
16212,1.273521,183748,0
16213,1.250474,183748,0
16214,50.79581,183748,0
16215,1.248453,183750,0
16216,268.437416,183750,0
16217,37864.925459,183753,0
16218,1,183754,0
16219,1,183755,0
16220,1.460129,183755,0
16221,1,183755,0
16222,1,183755,0
16223,1,183758,0
16224,1,183769,0
16225,1.196384,183775,0
16226,3.017621,183784,0
16227,19.311312,183786,0
16228,19.188347,183787,0
16229,1.916124,183788,0
16230,268.437414,183789,0
16231,3.235818,183789,0
16232,7.139267,183793,0
16233,1,183794,0
16234,4.231629,183795,0
16235,1,183797,0
16236,53.478312,183799,0
16237,26219.09588,183805,0
16238,3369.078243,183806,0
16239,3735.700351,183806,0
16240,2583187.199435,183808,0
16241,24.566344,183810,0
16242,3707.388396,183812,0
16243,3411.296545,183813,0
16244,3783.981766,183814,0
16245,1,183814,0
16246,1,183820,0
16247,1,183822,0
16248,1,183823,0
16249,3355.014403,183824,0
16250,3.99346,183824,0
16251,1,183827,0
16252,3392.227521,183830,0
16253,3.444043,183831,0
16254,3694.239775,183833,0
16255,19975.709735,183835,0
16256,268.437414,183845,0
16257,316.675327,183845,0
16258,8.479654,183845,0
16259,870902.504409,183845,0
16260,3740.613537,183845,0
16261,1,183846,0
16262,3293.465772,183846,0
16263,892.011832,183846,0
16264,1,183848,0
16265,3372.279537,183856,0
16266,1,183860,0
16267,2.307347,183862,0
16268,3.91525,183864,0
16269,48.067867,183866,0
16270,1,183873,0
16271,1,183875,0
16272,6.070872,183877,0
16273,3.919619,183879,0
16274,3.596056,183883,0
16275,3712.703814,183890,0
16276,268.437415,183894,0
16277,33561.196253,183900,0
16278,78.861698,183903,0
16279,597.229725,183908,0
16280,78.816116,183914,0
16281,1,183917,0
16282,78.742805,183922,0
16283,77.986445,183923,0
16284,78.272256,183927,0
16285,78.459321,183927,0
16286,296.159843,183928,0
16287,20.771445,183929,0
16288,1,183930,0
16289,1161.157427,183932,0
16290,7.161453,183935,0
16291,22.379517,183935,0
16292,78.571013,183939,0
16293,21496.681085,183940,0
16294,36.05377,183940,0
16295,78.343159,183944,0
16296,4.233434,183945,0
16297,3.969841,183948,0
16298,268.437415,183948,0
16299,1.592659,183948,0
16300,1,183948,0
16301,77.960739,183952,0
16302,1,183953,0
16303,78.524956,183955,0
16304,64.659797,183959,0
16305,1.066946,183960,0
16306,77.876938,183966,0
16307,78.699697,183968,0
16308,1,183971,0
16309,4.705936,183972,0
16310,78.326448,183973,0
16311,1.602603,183977,0
16312,1.762742,183979,0
16313,11.369551,183982,0
16314,4500.275404,183982,0
16315,78.393653,183984,0
16316,134014.1505,183984,0
16317,4.219734,183988,0
16318,78.203644,183990,0
16319,78.087523,183993,0
16320,1,183998,0
16321,77.847444,183999,0
16322,78.314565,184007,0
16323,77.971145,184012,0
16324,77.656089,184017,0
16325,77.575555,184022,0
16326,78.028686,184026,0
16327,1,184031,0
16328,77.842727,184036,0
16329,77.540695,184038,0
16330,268.437397,184042,0
16331,77.904179,184044,0
16332,77.821368,184050,0
16333,77.832894,184052,0
16334,67714.098559,184054,0
16335,1,184055,0
16336,211723.331574,184057,0
16337,77.200724,184065,0
16338,77.870338,184068,0
16339,77.809267,184080,0
16340,6854.664107,184081,0
16341,3416.430002,184086,0
16342,77.634782,184087,0
16343,1,184089,0
16344,3786.427114,184109,0
16345,1,184114,0
16346,3356.85356,184150,0
16347,268.323089,184150,0
16348,268.437416,184150,0
16349,1,184154,0
16350,1,184154,0
16351,27.676675,184156,0
16352,9.11465,184158,0
16353,1,184178,0
16354,4.233434,184182,0
16355,134912.283691,184184,0
16356,266.287792,184187,0
16357,3692.902813,184191,0
16358,272.774304,184211,0
16359,150955.189564,184216,0
16360,1,184232,0
16361,1,184236,0
16362,2.758949,184251,0
16363,11.289275,184254,0
16364,77.375578,184257,0
16365,1,184260,0
16366,77.338149,184261,0
16367,77.591495,184264,0
16368,77.070537,184268,0
16369,265.074581,184269,0
16370,268.437416,184269,0
16371,77.22292,184272,0
16372,77.226008,184277,0
16373,77.449258,184282,0
16374,38.25719,184284,0
16375,134276.933524,184287,0
16376,77.292772,184288,0
16377,7429.553553,184290,0
16378,76.886699,184292,0
16379,104510.8628,184295,0
16380,1,184295,0
16381,15513.682422,184297,0
16382,1,184298,0
16383,77.419162,184299,0
16384,77.192395,184301,0
16385,77.239894,184304,0
16386,3394.413216,184305,0
16387,22.543506,184308,0
16388,1,184309,0
16389,4.814214,184310,0
16390,268.437416,184310,0
16391,77.094842,184312,0
16392,3746.848205,184312,0
16393,39.156758,184315,0
16394,1,184315,0
16395,77.274809,184316,0
16396,10.452615,184317,0
16397,5559178.772619,184319,0
16398,77.175419,184321,0
16399,6.524987,184324,0
16400,76.902996,184326,0
16401,79317.483121,184327,0
16402,275.034374,184329,0
16403,1,184329,0
16404,2.306092,184333,0
16405,3373.263294,184333,0
16406,76.466236,184334,0
16407,1,184335,0
16408,2.151513,184336,0
16409,799.488104,184339,0
16410,76.790523,184341,0
16411,76.148274,184344,0
16412,4984.239649,184345,0
16413,77.047992,184345,0
16414,632.829967,184347,0
16415,268.437417,184352,0
16416,76.65716,184352,0
16417,3.758652,184354,0
16418,1,184354,0
16419,76.904779,184354,0
16420,76.92689,184359,0
16421,175.0386,184361,0
16422,1.776995,184361,0
16423,93.628851,184361,0
16424,7.140502,184362,0
16425,7532.548271,184365,0
16426,76.604585,184366,0
16427,33629.663519,184366,0
16428,34.059107,184367,0
16429,2.139246,184367,0
16430,76.760691,184369,0
16431,3722.828368,184371,0
16432,76.527023,184373,0
16433,124979.362964,184374,0
16434,3419.299511,184374,0
16435,1,184374,0
16436,3802.410941,184376,0
16437,1.67212,184378,0
16438,76.513679,184379,0
16439,180774.450695,184381,0
16440,76.529998,184385,0
16441,3356.444661,184386,0
16442,76.651649,184391,0
16443,268.437417,184391,0
16444,76.073802,184393,0
16445,1,184393,0
16446,1808.972407,184394,0
16447,1,184396,0
16448,76.625006,184397,0
16449,41.774274,184401,0
16450,76.354268,184403,0
16451,1390565.435786,184403,0
16452,3217.556777,184403,0
16453,4579.630968,184407,0
16454,8.27227,184408,0
16455,76.655211,184409,0
16456,98.675771,184411,0
16457,76.565442,184414,0
16458,1,184416,0
16459,7.091761,184418,0
16460,75.884077,184420,0
16461,76.266203,184420,0
16462,4.233434,184422,0
16463,1,184424,0
16464,76.230398,184426,0
16465,76.261654,184430,0
16466,3690.296609,184432,0
16467,76.3572,184434,0
16468,268.437418,184434,0
16469,76.048353,184437,0
16470,3584.158683,184440,0
16471,1,184442,0
16472,75.855237,184446,0
16473,2.009866,184446,0
16474,11950.57952,184446,0
16475,34249.644946,184447,0
16476,105.824713,184449,0
16477,75.024722,184456,0
16478,75.717306,184464,0
16479,46601.39829,184467,0
16480,75.719698,184468,0
16481,75.433611,184474,0
16482,1,184474,0
16483,75.136073,184479,0
16484,2081.861217,184485,0
16485,294.590728,184485,0
16486,75.747332,184485,0
16487,6724.336301,184486,0
16488,75.70557,184495,0
16489,1,184497,0
16490,75.546891,184503,0
16491,75.090712,184507,0
16492,35.628769,184513,0
16493,75.376674,184514,0
16494,31249.725674,184523,0
16495,460.457207,184523,0
16496,75.114866,184523,0
16497,75.631411,184525,0
16498,75.361332,184533,0
16499,195053.123014,184535,0
16500,1,184535,0
16501,268.43742,184537,0
16502,75.534635,184541,0
16503,2.156397,184541,0
16504,75.4782,184544,0
16505,15.114268,184546,0
16506,6.881774,184547,0
16507,1.728477,184547,0
16508,75.268523,184549,0
16509,1,184551,0
16510,75.195204,184552,0
16511,205.471171,184552,0
16512,13.934695,184555,0
16513,75.24546,184557,0
16514,3394.863773,184557,0
16515,97.470244,184558,0
16516,3742.922656,184559,0
16517,1,184560,0
16518,75.079923,184562,0
16519,1,184564,0
16520,1,184566,0
16521,1,184566,0
16522,132822.460056,184571,0
16523,1,184572,0
16524,1,184577,0
16525,268.437418,184577,0
16526,1.140765,184578,0
16527,1.766211,184579,0
16528,2.147292,184579,0
16529,2.244293,184579,0
16530,5.404462,184581,0
16531,1,184585,0
16532,7.124004,184586,0
16533,1,184587,0
16534,8377.786141,184589,0
16535,195.521682,184591,0
16536,1,184591,0
16537,3677.061571,184593,0
16538,637.08212,184595,0
16539,1,184596,0
16540,1,184601,0
16541,1,184602,0
16542,1,184609,0
16543,3372.665812,184616,0
16544,11.386732,184620,0
16545,9105.613455,184622,0
16546,36.790555,184624,0
16547,267.125381,184625,0
16548,13.088703,184625,0
16549,1,184633,0
16550,3.964871,184634,0
16551,1,184635,0
16552,1,184638,0
16553,1,184639,0
16554,1,184640,0
16555,784.710448,184641,0
16556,28806.187841,184643,0
16557,1,184643,0
16558,4.219739,184651,0
16559,3714.057767,184653,0
16560,1,184654,0
16561,14.898347,184654,0
16562,4.233434,184660,0
16563,98.199812,184662,0
16564,1,184669,0
16565,1,184671,0
16566,1.21645,184672,0
16567,5.848934,184672,0
16568,2.0982,184673,0
16569,1.908481,184673,0
16570,1,184675,0
16571,81.496741,184680,0
16572,1,184683,0
16573,5234.097292,184684,0
16574,660286.26819,184686,0
16575,1,184686,0
16576,11195.022139,184686,0
16577,600.167234,184687,0
16578,20.02918,184689,0
16579,268.437416,184692,0
16580,1.038519,184694,0
16581,1,184695,0
16582,270.230988,184695,0
16583,1.002345,184695,0
16584,1.048548,184696,0
16585,1.000644,184696,0
16586,1.97174,184696,0
16587,1.048493,184697,0
16588,1.038496,184697,0
16589,1.018551,184697,0
16590,1.034746,184697,0
16591,1.048463,184698,0
16592,1.034739,184698,0
16593,1.038489,184698,0
16594,1.048464,184699,0
16595,1.003276,184699,0
16596,1.018551,184699,0
16597,1.034809,184699,0
16598,1.038496,184699,0
16599,1,184700,0
16600,1.018553,184700,0
16601,1.018551,184701,0
16602,1.034763,184707,0
16603,1,184708,0
16604,1,184711,0
16605,1,184712,0
16606,1,184714,0
16607,1,184715,0
16608,1,184715,0
16609,9256.559007,184721,0
16610,1,184727,0
16611,32.098176,184728,0
16612,1,184729,0
16613,1,184729,0
16614,446.541709,184730,0
16615,1,184730,0
16616,3418.615665,184730,0
16617,14403.089307,184730,0
16618,776788.529973,184731,0
16619,150925.434439,184731,0
16620,1,184731,0
16621,1,184731,0
16622,1,184732,0
16623,1,184733,0
16624,1,184734,0
16625,164922.661516,184734,0
16626,1,184734,0
16627,1,184734,0
16628,1,184734,0
16629,1,184735,0
16630,1,184735,0
16631,28.182419,184735,0
16632,268.437395,184735,0
16633,1,184736,0
16634,1,184736,0
16635,1,184737,0
16636,1,184737,0
16637,1,184738,0
16638,1,184739,0
16639,1,184740,0
16640,1,184742,0
16641,1,184742,0
16642,1,184744,0
16643,56747.149744,184748,0
16644,3222.544228,184749,0
16645,1,184749,0
16646,15211.96338,184749,0
16647,1,184751,0
16648,1.21866,184754,0
16649,1,184760,0
16650,1,184762,0
16651,2.058582,184765,0
16652,1,184775,0
16653,1,184778,0
16654,268.437419,184779,0
16655,275.415656,184786,0
16656,1.000414,184787,0
16657,1.001657,184789,0
16658,1,184792,0
16659,381.727264,184794,0
16660,381.730542,184794,0
16661,381.658682,184797,0
16662,381.724793,184799,0
16663,381.768172,184799,0
16664,381.677694,184801,0
16665,21874.784375,184801,0
16666,1.002398,184801,0
16667,500.987554,184803,0
16668,3789.657116,184803,0
16669,381.724797,184803,0
16670,381.785009,184805,0
16671,164922.662128,184805,0
16672,285.851701,184806,0
16673,381.677696,184806,0
16674,381.746047,184806,0
16675,381.724764,184806,0
16676,381.78505,184807,0
16677,381.746013,184808,0
16678,500.919219,184809,0
16679,1,184809,0
16680,1,184814,0
16681,3357.149141,184816,0
16682,46.954933,184816,0
16683,4.129681,184819,0
16684,1.249817,184820,0
16685,10265.215698,184822,0
16686,1,184825,0
16687,285233.095944,184825,0
16688,20.53444,184828,0
16689,268.4374,184828,0
16690,1,184829,0
16691,287.475815,184830,0
16692,264.497431,184831,0
16693,2562.961041,184831,0
16694,1,184831,0
16695,3698.539044,184831,0
16696,1,184831,0
16697,1,184833,0
16698,1,184833,0
16699,35.552637,184835,0
16700,1,184835,0
16701,1,184839,0
16702,1,184841,0
16703,1,184842,0
16704,6.173448,184844,0
16705,4133.347209,184845,0
16706,381.772282,184850,0
16707,36.905083,184853,0
16708,1,184854,0
16709,57.095604,184854,0
16710,214.626053,184857,0
16711,180518.193372,184859,0
16712,201.830929,184869,0
16713,3.556841,184869,0
16714,381.677699,184870,0
16715,268.437415,184870,0
16716,3.556839,184870,0
16717,1,184875,0
16718,20.075653,184881,0
16719,355.77894,184885,0
16720,23692.99594,184885,0
16721,830.437201,184885,0
16722,862.367042,184885,0
16723,776.700336,184886,0
16724,381.724799,184886,0
16725,1048.68595,184886,0
16726,271.101158,184894,0
16727,1,184895,0
16728,4.233434,184900,0
16729,26.376208,184900,0
16730,23976.463241,184901,0
16731,381.745973,184903,0
16732,3155690.060119,184906,0
16733,23.39598,184908,0
16734,1,184909,0
16735,121.001208,184910,0
16736,268.437419,184914,0
16737,3395.844134,184914,0
16738,1,184917,0
16739,1,184921,0
16740,1,184923,0
16741,271.008529,184926,0
16742,266.792086,184928,0
16743,3748.555285,184930,0
16744,3969.062843,184932,0
16745,3375.214501,184935,0
16746,1,184937,0
16747,115.150568,184939,0
16748,74.991303,184942,0
16749,74.998568,184946,0
16750,7.231053,184951,0
16751,74.598377,184952,0
16752,48.090256,184954,0
16753,1,184954,0
16754,74.923319,184958,0
16755,3718.681045,184960,0
16756,3421.433039,184962,0
16757,74.900434,184962,0
16758,1,184962,0
16759,74.346412,184967,0
16760,1,184967,0
16761,267.773331,184969,0
16762,75.007909,184974,0
16763,75.165114,184976,0
16764,186300.004448,184977,0
16765,74.48003,184981,0
16766,2777859.243038,184983,0
16767,53.530171,184983,0
16768,21.409342,184984,0
16769,55.493378,184984,0
16770,52.990617,184984,0
16771,21.343206,184985,0
16772,74.700077,184986,0
16773,6.602244,184988,0
16774,74.924419,184990,0
16775,55.565894,184990,0
16776,21.335902,184990,0
16777,268.437402,184990,0
16778,3805.35675,184992,0
16779,8.741033,184993,0
16780,74.963154,184995,0
16781,13.190528,184996,0
16782,280.559377,184996,0
16783,1,184998,0
16784,54.156981,185000,0
16785,53.910459,185000,0
16786,56.423326,185000,0
16787,21.406985,185001,0
16788,275.225236,185002,0
16789,1,185002,0
16790,1,185003,0
16791,29920.280698,185005,0
16792,74.600147,185007,0
16793,22.395796,185008,0
16794,1,185010,0
16795,1,185014,0
16796,74.629389,185019,0
16797,1,185024,0
16798,1,185025,0
16799,192554.087997,185026,0
16800,1,185028,0
16801,1,185029,0
16802,1,185029,0
16803,1,185030,0
16804,74.542482,185032,0
16805,1,185034,0
16806,1,185035,0
16807,1,185036,0
16808,33.494709,185039,0
16809,1,185043,0
16810,1,185044,0
16811,1,185046,0
16812,1,185047,0
16813,74.426462,185048,0
16814,282.369546,185048,0
16815,1,185048,0
16816,1,185049,0
16817,1,185051,0
16818,74.60286,185051,0
16819,1,185052,0
16820,268.437417,185052,0
16821,2.316422,185053,0
16822,5.739835,185055,0
16823,1,185063,0
16824,1,185064,0
16825,1730.4119,185064,0
16826,1,185065,0
16827,1,185067,0
16828,1,185068,0
16829,1,185070,0
16830,1,185071,0
16831,74.541682,185073,0
16832,1,185075,0
16833,1,185075,0
16834,7688.662603,185084,0
16835,1,185085,0
16836,1,185085,0
16837,1,185086,0
16838,1,185086,0
16839,1,185086,0
16840,1,185086,0
16841,1011.831563,185088,0
16842,1,185092,0
16843,263.151136,185092,0
16844,1,185097,0
16845,268.437419,185098,0
16846,201428.504726,185103,0
16847,1,185104,0
16848,4.223386,185105,0
16849,1,185106,0
16850,1,185106,0
16851,74.455473,185108,0
16852,149100.698795,185109,0
16853,1,185114,0
16854,272.47838,185115,0
16855,1,185119,0
16856,7.957125,185120,0
16857,1,185122,0
16858,74.351908,185125,0
16859,1,185127,0
16860,1,185135,0
16861,4.23343,185142,0
16862,268.437418,185144,0
16863,1,185145,0
16864,74.31272,185147,0
16865,1,185150,0
16866,1,185158,0
16867,1,185162,0
16868,74.079946,185165,0
16869,487.054895,185170,0
16870,266.893827,185173,0
16871,1,185175,0
16872,1,185178,0
16873,74.302062,185180,0
16874,8654.318284,185185,0
16875,74.444919,185187,0
16876,268.437416,185187,0
16877,270.452762,185192,0
16878,50.498302,185195,0
16879,74.461645,185197,0
16880,1,185198,0
16881,286.794988,185205,0
16882,1,185215,0
16883,74.261592,185218,0
16884,13675.769331,185218,0
16885,25056.974344,185224,0
16886,268.437419,185227,0
16887,74.111337,185233,0
16888,5588362.489994,185239,0
16889,4.143648,185239,0
16890,67.341953,185244,0
16891,12.637517,185250,0
16892,73.567815,185252,0
16893,1,185254,0
16894,268.437418,185269,0
16895,74.185699,185277,0
16896,11573.38316,185282,0
16897,73.916636,185287,0
16898,1,185288,0
16899,267.75549,185291,0
16900,4.22339,185294,0
16901,73.61834,185303,0
16902,73.411524,185311,0
16903,268.437419,185314,0
16904,73.982991,185314,0
16905,1,185314,0
16906,73.26317,185326,0
16907,73.97,185340,0
16908,268.437396,185353,0
16909,73.775246,185353,0
16910,5.520512,185355,0
16911,1,185356,0
16912,5.520512,185356,0
16913,5.570948,185356,0
16914,3356.015083,185356,0
16915,3393.909061,185357,0
16916,3692.182268,185357,0
16917,73.792692,185361,0
16918,5.570958,185361,0
16919,565.915506,185363,0
16920,6822.269513,185366,0
16921,1,185368,0
16922,2.289211,185371,0
16923,1,185376,0
16924,73.650808,185380,0
16925,73.592999,185384,0
16926,4.233434,185386,0
16927,1,185387,0
16928,1,185387,0
16929,8.478308,185388,0
16930,1794.728406,185389,0
16931,73.173793,185390,0
16932,1,185393,0
16933,1,185395,0
16934,17.755304,185395,0
16935,1.05674,185395,0
16936,1857.130412,185396,0
16937,29.117054,185399,0
16938,9922.885088,185400,0
16939,1,185401,0
16940,7.22746,185401,0
16941,5142.895612,185401,0
16942,101396.129433,185402,0
16943,1,185402,0
16944,381.717648,185403,0
16945,381.714451,185403,0
16946,381.658672,185403,0
16947,1,185404,0
16948,1,185404,0
16949,1,185405,0
16950,1,185406,0
16951,1,185406,0
16952,4213.817237,185406,0
16953,1,185406,0
16954,381.772343,185407,0
16955,1,185407,0
16956,77.517956,185407,0
16957,1,185408,0
16958,1,185408,0
16959,1,185408,0
16960,1,185408,0
16961,1,185408,0
16962,381.755264,185409,0
16963,180273.001324,185409,0
16964,8.517,185410,0
16965,1,185410,0
16966,3357.791667,185410,0
16967,8.516924,185410,0
16968,3372.847415,185411,0
16969,1,185411,0
16970,25.300812,185411,0
16971,3396.079971,185411,0
16972,3748.616286,185411,0
16973,3717.514905,185412,0
16974,3376.038461,185412,0
16975,1,185412,0
16976,3744.75706,185413,0
16977,3799.391247,185413,0
16978,1,185413,0
16979,3419.06672,185413,0
16980,3794.857171,185414,0
16981,3421.965611,185414,0
16982,3720.628918,185414,0
16983,3695.966088,185419,0
16984,2.061798,185419,0
16985,73.552204,185425,0
16986,73.620593,185430,0
16987,166.3393,185432,0
16988,73.366687,185437,0
16989,276.174153,185437,0
16990,1,185437,0
16991,1,185439,0
16992,1,185440,0
16993,1,185440,0
16994,1,185441,0
16995,1,185441,0
16996,1,185442,0
16997,268.437418,185442,0
16998,1,185443,0
16999,1,185443,0
17000,73.384245,185444,0
17001,1,185444,0
17002,1,185444,0
17003,288.636994,185445,0
17004,1,185445,0
17005,1,185446,0
17006,1,185447,0
17007,73.338049,185447,0
17008,1,185449,0
17009,1,185452,0
17010,252.704708,185457,0
17011,73.054163,185460,0
17012,73.31072,185462,0
17013,271.123175,185465,0
