id,size,submit_time,time_spent
3854,1000.000176,64681,0
3855,204.930082,64688,0
3856,3768.902938,64697,0
3857,21.368598,64700,0
3858,1,64702,0
3859,1,64710,0
3860,1000.000603,64736,0
3861,2328.002838,64736,0
3862,1,64761,0
3863,1922.605901,64761,0
3864,1000.000845,64764,0
3865,656.339038,64764,0
3866,4.14474,64780,0
3867,2691.183769,64786,0
3868,1000.000286,64791,0
3869,21479.739009,64792,0
3870,1000.000355,64809,0
3871,1000.00015,64837,0
3872,209.068804,64846,0
3873,283.639996,64861,0
3874,1000.000423,64882,0
3875,133.304336,64921,0
3876,721.871621,64930,0
3877,3.87777,64939,0
3878,74.365295,64959,0
3879,1,64964,0
3880,1000.00031,64965,0
3881,6235.736017,64967,0
3882,1,65007,0
3883,1000.000253,65010,0
3884,396.55251,65020,0
3885,4098.195689,65044,0
3886,1000.000226,65059,0
3887,598.070447,65060,0
3888,1,65076,0
3889,26226.545016,65080,0
3890,158.379277,65094,0
3891,396.296334,65108,0
3892,374.603692,65118,0
3893,1,65158,0
3894,7191.319503,65186,0
3895,20018.9846,65258,0
3896,230.555825,65275,0
3897,4941.542405,65339,0
3898,1,65355,0
3899,918.948702,65408,0
3900,4419.397368,65475,0
3901,1,65479,0
3902,636.185912,65505,0
3903,317.226262,65562,0
3904,1389.16667,65567,0
3905,3451.343128,65579,0
3906,1,65609,0
3907,1,65612,0
3908,228.036904,65615,0
3909,103.860496,65617,0
3910,2088.614958,65626,0
3911,1.688907,65682,0
3912,42.49453,65728,0
3913,99.306296,65740,0
3914,5562.288942,65762,0
3915,1,65767,0
3916,191063.767134,65771,0
3917,487.805983,65778,0
3918,1,65779,0
3919,2300.140071,65781,0
3920,1,65781,0
3921,423.389203,65786,0
3922,732.69632,65794,0
3923,1075.125384,65795,0
3924,121882.780002,65801,0
3925,45289.318368,65816,0
3926,1752.465647,65839,0
3927,1,65846,0
3928,370.221125,65910,0
3929,595.59163,65925,0
3930,10841.942691,65935,0
3931,6353.800105,65945,0
3932,5.61176,65978,0
3933,124938.839311,66058,0
3934,7692.609034,66180,0
3935,53194.130016,66283,0
3936,516.727139,66286,0
3937,10030.203926,66326,0
3938,1156.806858,66334,0
3939,1156.609016,66337,0
3940,5261.263078,66354,0
3941,5727.315543,66368,0
3942,66716.693303,66399,0
3943,4.900238,66414,0
3944,1.085993,66419,0
3945,518156.774193,66482,0
3946,2420.693892,66492,0
3947,13400.047628,66509,0
3948,2289.776816,66514,0
3949,1422.819347,66515,0
3950,1000.000328,66517,0
3951,365.56864,66545,0
3952,1,66552,0
3953,1000.000606,66554,0
3954,6427.849512,66566,0
3955,1,66592,0
3956,3037.755875,66594,0
3957,1,66594,0
3958,1,66610,0
3959,1,66610,0
3960,3492.23254,66612,0
3961,1,66626,0
3962,1000.000579,66638,0
3963,1000.00052,66669,0
3964,5.973991,66686,0
3965,3587.382944,66694,0
3966,1231.76934,66699,0
3967,240.357991,66706,0
3968,1000.000183,66721,0
3969,10131.781379,66722,0
3970,13.004839,66735,0
3971,1000.000601,66770,0
3972,1,66778,0
3973,227.095075,66792,0
3974,86.540011,66804,0
3975,1000.000467,66809,0
3976,2254.635149,66815,0
3977,13.398215,66833,0
3978,9505.916415,66841,0
3979,1000.000405,66845,0
3980,53226.603102,66847,0
3981,4417.172049,66851,0
3982,22.368585,66856,0
3983,234.023884,66876,0
3984,1000.00033,66880,0
3985,1,66915,0
3986,1000.000584,66917,0
3987,1,66924,0
3988,18399.792269,66937,0
3989,1034.762703,66944,0
3990,134.235949,66968,0
3991,1000.000162,66977,0
3992,53183.598901,67001,0
3993,186.154544,67005,0
3994,512.622703,67013,0
3995,1000.000328,67014,0
3996,132575.385265,67026,0
3997,23.408803,67028,0
3998,3037.58511,67044,0
3999,1000.000421,67047,0
4000,1190.829933,67049,0
4001,6252.68504,67052,0
4002,1000.000364,67075,0
4003,1328.363869,67086,0
4004,141.510494,67094,0
4005,1,67096,0
4006,1000.000185,67102,0
4007,2258.12909,67114,0
4008,3636.396234,67115,0
4009,11105.184712,67120,0
4010,21.467468,67123,0
4011,3890.075366,67144,0
4012,696.341883,67160,0
4013,1000.000353,67172,0
4014,1,67184,0
4015,1,67202,0
4016,1,67203,0
4017,885.404253,67209,0
4018,25.429574,67214,0
4019,1000.000346,67215,0
4020,238.321764,67245,0
4021,6297.304149,67251,0
4022,1000.000428,67257,0
4023,666.042563,67270,0
4024,1,67276,0
4025,2067.158508,67283,0
4026,2039.431069,67285,0
4027,2567.642499,67288,0
4028,2053.710223,67289,0
4029,138205.71695,67296,0
4030,2165.359381,67310,0
4031,2165.36295,67312,0
4032,2165.36224,67313,0
4033,1,67316,0
4034,9800.97622,67324,0
4035,1000.000352,67337,0
4036,1736.866422,67346,0
4037,61336.780108,67376,0
4038,1000.00059,67380,0
4039,1,67409,0
4040,2771.13028,67414,0
4041,1.846432,67415,0
4042,63.877016,67415,0
4043,43.595742,67419,0
4044,1000.000672,67423,0
4045,5760.783565,67444,0
4046,19.407905,67454,0
4047,2372.773339,67467,0
4048,2372.767515,67469,0
4049,522.126657,67472,0
4050,25757.381279,67473,0
4051,520.142484,67476,0
4052,88.236013,67484,0
4053,44.312785,67489,0
4054,1000.000595,67502,0
4055,240.823796,67504,0
4056,136.664546,67520,0
4057,2372.778614,67527,0
4058,14.211768,67531,0
4059,1000.000144,67543,0
4060,428.769427,67563,0
4061,1000.000968,67586,0
4062,47.154133,67587,0
4063,142.147653,67598,0
4064,96.176271,67610,0
4065,239.269136,67639,0
4066,1000.000311,67647,0
4067,1055.686416,67653,0
4068,1000.000515,67692,0
4069,2.54701,67698,0
4070,539.898449,67699,0
4071,8692.825532,67731,0
4072,881.328217,67750,0
4073,278.659154,67757,0
4074,2340.886253,67769,0
4075,1000.000479,67782,0
4076,193.490607,67786,0
4077,48.202229,67806,0
4078,1055.686814,67809,0
4079,59.701853,67816,0
4080,736.052681,67827,0
4081,127.686637,67832,0
4082,1037.398233,67837,0
4083,1,67838,0
4084,4.476687,67842,0
4085,36.128999,67848,0
4086,1000.000267,67849,0
4087,283.023026,67858,0
4088,2340.893333,67867,0
4089,1,67891,0
4090,1155.519052,67898,0
4091,1000.000311,67904,0
4092,231.664485,67905,0
4093,5.459173,67910,0
4094,42138.993683,67910,0
4095,74.873668,67911,0
4096,396.319325,67927,0
4097,147.047461,67931,0
4098,16.630692,67934,0
4099,10845.802599,67944,0
4100,1000.000681,67945,0
4101,493.888842,67946,0
4102,277.479622,67947,0
4103,36.510398,67956,0
4104,1,67969,0
4105,119.882636,67980,0
4106,22.902609,68003,0
4107,4.834944,68013,0
4108,131.870877,68015,0
4109,33.927478,68016,0
4110,15391.58267,68021,0
4111,736.052681,68023,0
4112,8871.67833,68030,0
4113,3.89701,68043,0
4114,1000.000244,68057,0
4115,41.675052,68075,0
4116,143.305443,68079,0
4117,1,68081,0
4118,892.472542,68082,0
4119,1,68110,0
4120,10.997242,68120,0
4121,1,68125,0
4122,255.223893,68132,0
4123,468.09099,68135,0
4124,264.557583,68138,0
4125,537.493608,68142,0
4126,1000.000812,68146,0
4127,48.417116,68154,0
4128,1,68166,0
4129,1,68172,0
4130,76.673007,68183,0
4131,1000.00054,68191,0
4132,139.983604,68198,0
4133,1,68241,0
4134,6417.045764,68244,0
4135,736.052681,68248,0
4136,1,68253,0
4137,21.678435,68254,0
4138,1,68257,0
4139,1000.000304,68263,0
4140,21.61085,68271,0
4141,297.973636,68273,0
4142,74.191825,68284,0
4143,157.790564,68286,0
4144,255.073936,68286,0
4145,70.432667,68295,0
4146,1,68299,0
4147,483.450794,68314,0
4148,375.819317,68316,0
4149,1102.83999,68316,0
4150,166.613353,68316,0
4151,1399.978537,68317,0
4152,102.291716,68319,0
4153,1.367689,68320,0
4154,1,68327,0
4155,1,68329,0
4156,255.885399,68330,0
4157,456.943386,68335,0
4158,1000.000244,68336,0
4159,163.301766,68336,0
4160,425.122727,68358,0
4161,1,68362,0
4162,1,68365,0
4163,2.180997,68367,0
4164,1118.907695,68374,0
4165,164.266607,68390,0
4166,2.981105,68391,0
4167,1000.000691,68402,0
4168,3.525764,68450,0
4169,1,68498,0
4170,9534.423867,68507,0
4171,103.683011,68551,0
4172,26.894131,68572,0
4173,1,68591,0
4174,2.508878,68592,0
4175,13.635446,68593,0
4176,4.622578,68613,0
4177,1,68635,0
4178,224.198893,68639,0
4179,1,68644,0
4180,1,68654,0
4181,1,68708,0
4182,467.868756,68720,0
4183,1.716728,68738,0
4184,49.614984,68746,0
4185,1,68757,0
4186,24.559852,68786,0
4187,3.471523,68791,0
4188,1,68837,0
4189,1,68854,0
4190,1,68855,0
4191,2.258782,68866,0
4192,1,68893,0
4193,1,68916,0
4194,1,68943,0
4195,1,68958,0
4196,1,68971,0
4197,2.041593,68982,0
4198,1,68988,0
4199,1,69001,0
4200,1,69017,0
4201,1,69020,0
4202,1,69030,0
4203,1,69043,0
4204,1,69052,0
4205,1,69063,0
4206,2.158912,69080,0
4207,1.044539,69135,0
4208,1,69146,0
4209,10000.01893,69147,0
4210,27073.774828,69148,0
4211,1.591224,69151,0
4212,1,69157,0
4213,1,69169,0
4214,1,69181,0
4215,1,69189,0
4216,1,69200,0
4217,1,69209,0
4218,1,69211,0
4219,1,69224,0
4220,1,69230,0
4221,1,69234,0
4222,1,69241,0
4223,1,69246,0
4224,1,69262,0
4225,1,69285,0
4226,1,69290,0
4227,1,69314,0
4228,1,69332,0
4229,1,69383,0
4230,1,69392,0
4231,7299.967011,69397,0
4232,1,69405,0
4233,1.535251,69425,0
4234,1,69429,0
4235,1,69435,0
4236,1.98367,69438,0
4237,1,69441,0
4238,1,69446,0
4239,1,69450,0
4240,146.244766,69452,0
4241,1,69455,0
4242,1,69458,0
4243,1,69461,0
4244,1,69466,0
4245,1,69468,0
4246,1283.49173,69470,0
4247,1,69473,0
4248,1,69475,0
4249,1,69480,0
4250,1,69491,0
4251,1,69500,0
4252,1,69502,0
4253,1,69510,0
4254,1,69514,0
4255,1,69518,0
4256,402.032213,69519,0
4257,1,69537,0
4258,1,69540,0
4259,1,69545,0
4260,1,69554,0
4261,1,69555,0
4262,1,69565,0
4263,1,69566,0
4264,1,69586,0
4265,1,69600,0
4266,1,69607,0
4267,1,69607,0
4268,1,69615,0
4269,1409.632876,69618,0
4270,1,69628,0
4271,1,69630,0
4272,1,69635,0
4273,1,69642,0
4274,1,69643,0
4275,1,69650,0
4276,1,69655,0
4277,1,69656,0
4278,1,69665,0
4279,1,69666,0
4280,1,69672,0
4281,1,69675,0
4282,1,69684,0
4283,1,69713,0
4284,1,69720,0
4285,1,69721,0
4286,1,69732,0
4287,1,69738,0
4288,1,69750,0
4289,1,69774,0
4290,170.939299,69849,0
4291,191.649028,69855,0
4292,1.662407,69860,0
4293,2901.180517,69866,0
4294,1,69871,0
4295,1,69878,0
4296,1,69898,0
4297,1,69900,0
4298,1,69911,0
4299,1,69920,0
4300,112.774149,69923,0
4301,1,69935,0
4302,40.560888,69939,0
4303,1,69946,0
4304,1,69955,0
4305,1,69963,0
4306,1,69969,0
4307,1,69974,0
4308,393.598941,69981,0
4309,1,69982,0
4310,1,69991,0
4311,1,69997,0
4312,1,70002,0
4313,1,70019,0
4314,1,70024,0
4315,166281.185123,70026,0
4316,1,70031,0
4317,862.322745,70044,0
4318,1000.000161,70045,0
4319,1016.844821,70047,0
4320,112765.927264,70049,0
4321,1000.000156,70068,0
4322,32.00216,70078,0
4323,9412.555482,70080,0
4324,1,70086,0
4325,1000.000531,70087,0
4326,1,70103,0
4327,1000.000841,70112,0
4328,1000.000202,70139,0
4329,1,70146,0
4330,389.366453,70156,0
4331,597.262658,70157,0
4332,1,70159,0
4333,1,70169,0
4334,1000.000287,70174,0
4335,2745.997055,70174,0
4336,1,70175,0
4337,1,70188,0
4338,159507.979166,70192,0
4339,1,70199,0
4340,1000.00022,70201,0
4341,1,70208,0
4342,692.782586,70209,0
4343,1000.000936,70220,0
4344,349.172764,70230,0
4345,1,70232,0
4346,1,70241,0
4347,244.843287,70243,0
4348,1,70250,0
4349,1,70259,0
4350,1000.000308,70261,0
4351,1,70264,0
4352,1,70265,0
4353,1,70269,0
4354,723.460296,70278,0
4355,1000.000716,70280,0
4356,1,70281,0
4357,1,70293,0
4358,362.841372,70297,0
4359,1000.00024,70305,0
4360,1,70308,0
4361,15167.207458,70311,0
4362,389.824231,70318,0
4363,1,70321,0
4364,1,70328,0
4365,1000.000767,70329,0
4366,254.350595,70332,0
4367,1,70334,0
4368,1,70341,0
4369,5320.467314,70345,0
4370,1000.000509,70349,0
4371,1,70350,0
4372,1,70359,0
4373,1000.000248,70367,0
4374,132152.585839,70376,0
4375,1,70385,0
4376,1098.109878,70387,0
4377,1,70390,0
4378,1,70395,0
4379,1,70402,0
4380,1,70413,0
4381,1,70425,0
4382,1,70432,0
4383,1,70437,0
4384,1001.149572,70438,0
4385,1,70442,0
4386,1,70447,0
4387,1,70464,0
4388,293.873341,70468,0
4389,1317.731219,70469,0
4390,1,70478,0
4391,1,70484,0
4392,1,70491,0
4393,33.894488,70509,0
4394,132072.173494,70510,0
4395,1,70517,0
4396,1,70526,0
4397,1,70536,0
4398,1,70545,0
4399,1,70552,0
4400,1,70559,0
4401,1,70569,0
4402,1,70584,0
4403,1,70591,0
4404,1,70598,0
4405,1,70606,0
4406,1,70618,0
4407,1,70627,0
4408,594.619748,70637,0
4409,1,70638,0
4410,133717.223167,70640,0
4411,5661.077374,70644,0
4412,1,70649,0
4413,1,70654,0
4414,1,70663,0
4415,1,70670,0
4416,1,70677,0
4417,1,70689,0
4418,1,70700,0
4419,1,70709,0
4420,144.277635,70729,0
4421,25.460823,70742,0
4422,2093.003447,70743,0
4423,10.105734,70749,0
4424,192468.924462,70753,0
4425,1.086102,70761,0
4426,16.792074,70762,0
4427,1,70768,0
4428,1,70775,0
4429,1,70788,0
4430,1,70795,0
4431,1,70800,0
4432,1,70805,0
4433,1,70810,0
4434,1,70817,0
4435,568.280043,70818,0
4436,1,70828,0
4437,1,70833,0
4438,1,70838,0
4439,1,70845,0
4440,1,70852,0
4441,1,70863,0
4442,445.79401,70867,0
4443,14.699831,70894,0
4444,1,70901,0
4445,1,70909,0
4446,1,70918,0
4447,1,70929,0
4448,3.34283,70930,0
4449,1,70938,0
4450,1,70945,0
4451,1843.606874,70946,0
4452,7537.014646,70947,0
4453,1,70950,0
4454,1,70957,0
4455,602012.138717,70964,0
4456,1,70968,0
4457,1,70977,0
4458,8150.853991,70979,0
4459,35.162998,70981,0
4460,1,70998,0
4461,1,71018,0
4462,1,71031,0
4463,638.83751,71044,0
4464,23.89829,71047,0
4465,1,71066,0
4466,1,71073,0
4467,1,71080,0
4468,1,71087,0
4469,1,71103,0
4470,13.688163,71104,0
4471,35.185518,71133,0
4472,1,71136,0
4473,1,71167,0
4474,1,71183,0
4475,1,71192,0
4476,1,71197,0
4477,1,71206,0
4478,1,71221,0
4479,1,71229,0
4480,1,71234,0
4481,1,71246,0
4482,18141.881297,71256,0
4483,1,71256,0
4484,1,71268,0
4485,734.170434,71296,0
4486,1,71311,0
4487,100000.016802,71313,0
4488,1,71324,0
4489,1,71336,0
4490,4331.226022,71340,0
4491,1,71346,0
4492,1,71353,0
4493,3.47655,71364,0
4494,1,71369,0
4495,1,71377,0
4496,1,71381,0
4497,1,71385,0
4498,1,71392,0
4499,1,71399,0
4500,1,71414,0
4501,1,71421,0
4502,1,71428,0
4503,22.26289,71430,0
4504,1,71464,0
4505,1,71475,0
4506,1,71482,0
4507,1,71504,0
4508,1,71513,0
4509,1,71524,0
4510,1,71529,0
4511,1,71536,0
4512,575.694349,71538,0
4513,1,71545,0
4514,1,71552,0
4515,1,71565,0
4516,1,71572,0
4517,1,71579,0
4518,1,71586,0
4519,1,71593,0
4520,358.697065,71595,0
4521,1,71600,0
4522,1,71607,0
4523,1,71614,0
4524,1,71619,0
4525,1,71624,0
4526,1,71629,0
4527,258.443497,71630,0
4528,1,71636,0
4529,1,71645,0
4530,1,71652,0
4531,1,71659,0
4532,1,71668,0
4533,1,71675,0
4534,1,71682,0
4535,1,71687,0
4536,1,71692,0
4537,1,71697,0
4538,1,71701,0
4539,1,71708,0
4540,1,71714,0
4541,1,71722,0
4542,1,71730,0
4543,1,71737,0
4544,1,71744,0
4545,1,71749,0
4546,1,71760,0
4547,1,71771,0
4548,1,71776,0
4549,1,71784,0
4550,1,71801,0
4551,1,71812,0
4552,1,71819,0
4553,1,71828,0
4554,1,71835,0
4555,40.82292,71844,0
4556,1,71845,0
4557,456.324186,71845,0
4558,1071.644718,71846,0
4559,79.181538,71846,0
4560,1210.351783,71848,0
4561,68627.228597,71848,0
4562,1,71851,0
4563,1,71852,0
4564,1,71854,0
4565,1,71859,0
4566,1,71860,0
4567,1,71863,0
4568,1,71863,0
4569,1,71867,0
4570,1,71868,0
4571,10000.028254,71874,0
4572,1,71875,0
4573,1,71880,0
4574,15.297912,71888,0
4575,1,71892,0
4576,1,71914,0
4577,389.92493,71917,0
4578,1,71921,0
4579,38.809663,71932,0
4580,1,71940,0
4581,7070.216999,71941,0
4582,1,71949,0
4583,6251.674493,71950,0
4584,1,71958,0
4585,19.659153,71960,0
4586,1,71966,0
4587,3.134209,71976,0
4588,1,71976,0
4589,38.787332,71979,0
4590,1,71985,0
4591,1,71990,0
4592,1,71993,0
4593,1,72000,0
4594,988.158598,72001,0
4595,1,72007,0
4596,1,72036,0
4597,38366.758965,72040,0
4598,1.144514,72076,0
4599,3.23995,72082,0
4600,1,72089,0
4601,1,72111,0
4602,1.209121,72129,0
4603,1,72142,0
4604,1.144644,72144,0
4605,1,72147,0
4606,1.726823,72150,0
4607,1627.115672,72150,0
4608,83228.782091,72153,0
4609,65426.089802,72186,0
4610,1312.519903,72188,0
4611,137668.918475,72196,0
4612,36.497595,72207,0
4613,605.098854,72238,0
4614,1,72280,0
4615,5.689706,72295,0
4616,6.891867,72310,0
4617,14318.25405,72423,0
4618,1,72433,0
4619,51323.535391,72448,0
4620,44392.269617,72468,0
4621,14.699487,72480,0
4622,6.891883,72483,0
4623,13233.793768,72512,0
4624,34702.838871,72534,0
4625,1,72563,0
4626,647.439262,72565,0
4627,290.664789,72565,0
4628,1232.535819,72567,0
4629,388.401224,72567,0
4630,57.775302,72568,0
4631,44.757622,72570,0
4632,1,72571,0
4633,29303.509887,72576,0
4634,10000.017993,72592,0
4635,1,72594,0
4636,1,72599,0
4637,1,72602,0
4638,1,72605,0
4639,1,72607,0
4640,1,72615,0
4641,1.831464,72642,0
4642,1.20283,72646,0
4643,1,72658,0
4644,1,72661,0
4645,1,72670,0
4646,1,72682,0
4647,1,72683,0
4648,60607.68976,72689,0
4649,1140.438563,72691,0
4650,1,72692,0
4651,1,72692,0
4652,1,72701,0
4653,10000.031031,72703,0
4654,1,72706,0
4655,1,72708,0
4656,1,72716,0
4657,1,72717,0
4658,1,72725,0
4659,1,72727,0
4660,1,72729,0
4661,1,72744,0
4662,1,72745,0
4663,1,72746,0
4664,1,72753,0
4665,1,72764,0
4666,1,72770,0
4667,1.10409,72773,0
4668,7109.574393,72775,0
4669,1,72775,0
4670,615.741146,72787,0
4671,1,72793,0
4672,1,72797,0
4673,4.76976,72797,0
4674,1,72801,0
4675,1,72811,0
4676,1857.053853,72815,0
4677,1,72825,0
4678,1,72843,0
4679,1.057595,72853,0
4680,2550.505848,72855,0
4681,1,72856,0
4682,1,72865,0
4683,170.782497,72866,0
4684,1315.971414,72866,0
4685,1,72869,0
4686,1,72870,0
4687,1,72873,0
4688,212.828209,72873,0
4689,1,72879,0
4690,38365.50618,72880,0
4691,1,72886,0
4692,1,72888,0
4693,1,72891,0
4694,1,72897,0
4695,391.472275,72898,0
4696,50.415144,72905,0
4697,1,72906,0
4698,1,72911,0
4699,1,72914,0
4700,1,72916,0
4701,1,72919,0
4702,8.384538,72944,0
4703,1,72957,0
4704,1,72967,0
4705,1.405913,72969,0
4706,1.312865,72970,0
4707,1,72972,0
4708,1,72979,0
4709,1,72980,0
4710,74.964054,72982,0
4711,2603.791735,72986,0
4712,1,72989,0
4713,1,72990,0
4714,123.56335,72993,0
4715,1,72998,0
4716,1,72999,0
4717,3052.353276,73003,0
4718,1.437193,73045,0
4719,1.282408,73051,0
4720,1,73056,0
4721,496.034131,73059,0
4722,1,73059,0
4723,1,73064,0
4724,28004.834681,73065,0
4725,1,73067,0
4726,1,73069,0
4727,1,73074,0
4728,1,73075,0
4729,1,73083,0
4730,1.594373,73125,0
4731,1.488972,73127,0
4732,1,73133,0
4733,1,73135,0
4734,1,73140,0
4735,1,73142,0
4736,1,73145,0
4737,1,73147,0
4738,19094.192494,73150,0
4739,1,73151,0
4740,30.161926,73153,0
4741,1,73153,0
4742,1,73155,0
4743,3379.913732,73162,0
4744,3.259098,73168,0
4745,1,73169,0
4746,1,73170,0
4747,1,73171,0
4748,1,73180,0
4749,1638.396327,73192,0
4750,1,73197,0
4751,100000.016102,73245,0
4752,1,73251,0
4753,14364.776066,73257,0
4754,1,73330,0
4755,276524.945439,73336,0
4756,1,73339,0
4757,14.699487,73385,0
4758,220.289454,73423,0
4759,1,73437,0
4760,220.289454,73448,0
4761,1188.892901,73463,0
4762,10015.372675,73508,0
4763,1,73535,0
4764,1,73568,0
4765,1,73572,0
4766,6222.505608,73582,0
4767,325.383754,73626,0
4768,1328.906433,73673,0
4769,1,73677,0
4770,80463.429149,73680,0
4771,635.224472,73708,0
4772,1.038995,73729,0
4773,1.220833,73749,0
4774,554.500874,73764,0
4775,3409.145439,73768,0
4776,3575.391334,73768,0
4777,23.42598,73769,0
4778,268.507147,73781,0
4779,224.654442,73809,0
4780,1.220957,73816,0
4781,1.082903,73817,0
4782,15.440021,73848,0
4783,10672.234628,73869,0
4784,1,73871,0
4785,33684.951951,73879,0
4786,1,73880,0
4787,765.739019,73883,0
4788,5.989422,73934,0
4789,1.485544,73942,0
4790,7.253687,73946,0
4791,1,73951,0
4792,1,73958,0
4793,224615.788886,73964,0
4794,1,73969,0
4795,1,73980,0
4796,1.194037,74031,0
4797,1,74042,0
4798,1,74051,0
4799,1,74064,0
4800,1,74069,0
4801,1.617925,74134,0
4802,1,74141,0
4803,1,74146,0
4804,1,74170,0
4805,3623.223461,74179,0
4806,1,74185,0
4807,1,74190,0
4808,1,74210,0
4809,7.253779,74265,0
4810,38504.163914,74278,0
4811,14.699487,74281,0
4812,1.760758,74282,0
4813,1,74293,0
4814,1,74300,0
4815,1,74307,0
4816,1,74316,0
4817,1,74339,0
4818,1,74348,0
4819,1,74359,0
4820,1021.280257,74361,0
4821,149.322003,74361,0
4822,10000.014687,74362,0
4823,1,74368,0
4824,1000.000219,74370,0
4825,1,74382,0
4826,1,74403,0
4827,1000.000744,74411,0
4828,1,74415,0
4829,756.189023,74425,0
4830,1197.814982,74425,0
4831,1,74429,0
4832,1000.000357,74433,0
4833,1,74436,0
4834,1,74450,0
4835,1,74455,0
4836,1000.000532,74456,0
4837,1,74484,0
4838,1,74489,0
4839,1000.001105,74491,0
4840,1,74493,0
4841,1,74494,0
4842,7436.292999,74500,0
4843,1,74505,0
4844,1000.000483,74514,0
4845,1,74534,0
4846,1,74541,0
4847,1,74547,0
4848,1000.000238,74555,0
4849,1,74559,0
4850,1,74565,0
4851,1,74571,0
4852,787.904694,74571,0
4853,1,74577,0
4854,1000.000723,74585,0
4855,14.522415,74599,0
4856,524.868224,74611,0
4857,208.314257,74630,0
4858,1000.000568,74633,0
4859,1,74655,0
4860,1000.000474,74660,0
4861,7193.798798,74661,0
4862,1.89321,74664,0
4863,1,74671,0
4864,1,74682,0
4865,1000.000345,74683,0
4866,1,74689,0
4867,1,74702,0
4868,2024.295444,74720,0
4869,1,74725,0
4870,1,74732,0
4871,1,74745,0
4872,1,74751,0
4873,1,74758,0
4874,1,74777,0
4875,545.488428,74783,0
4876,1,74784,0
4877,1,74793,0
4878,1,74804,0
4879,1000.000516,74818,0
4880,1,74823,0
4881,1,74836,0
4882,7880.937876,74840,0
4883,1,74868,0
4884,1,74883,0
4885,1,74888,0
4886,1,74897,0
4887,1,74906,0
4888,1.091156,74949,0
4889,7204.078782,74962,0
4890,1,74964,0
4891,12107.704099,74970,0
4892,1,74975,0
4893,38365.538269,74978,0
4894,3113.772686,74979,0
4895,1,74983,0
4896,11881.648751,74989,0
4897,1,74995,0
4898,1,75003,0
4899,2545.35699,75006,0
4900,11263.997614,75010,0
4901,4.431909,75011,0
4902,1,75013,0
4903,183.831565,75020,0
4904,1,75020,0
4905,1,75023,0
4906,1,75028,0
4907,1,75038,0
4908,1,75043,0
4909,1,75052,0
4910,938.935154,75074,0
4911,1,75076,0
4912,1,75082,0
4913,1,75089,0
4914,1,75106,0
4915,18.07559,75107,0
4916,1,75117,0
4917,1,75122,0
4918,1,75133,0
4919,1,75145,0
4920,1,75146,0
4921,1,75150,0
4922,1,75159,0
4923,1,75164,0
4924,1,75171,0
4925,1,75176,0
4926,1,75183,0
4927,71.682408,75184,0
4928,14.699487,75185,0
4929,1,75190,0
4930,1,75195,0
4931,1,75201,0
4932,1,75208,0
4933,1,75213,0
4934,42.291816,75235,0
4935,1049.136199,75261,0
4936,10027.972108,75291,0
4937,171.245257,75314,0
4938,224360.279269,75376,0
4939,211.69396,75437,0
4940,1,75484,0
4941,165.154499,75502,0
4942,9564.356936,75536,0
4943,186.9456,75548,0
4944,137.779511,75643,0
4945,225.599629,75662,0
4946,7.501332,75681,0
4947,1000.000443,75691,0
4948,5.299802,75721,0
4949,1000.000451,75822,0
4950,143.755649,75855,0
4951,4.038259,75874,0
4952,638.975903,75901,0
4953,6.649688,75907,0
4954,1000.000201,75941,0
4955,1.300673,75951,0
4956,7734.621167,75956,0
4957,7903.295146,76021,0
4958,11.097951,76040,0
4959,7.568071,76078,0
4960,1500.678414,76155,0
4961,1000.000599,76164,0
4962,2.731209,76183,0
4963,1,76190,0
4964,6.152279,76231,0
4965,1.966028,76253,0
4966,1000.000306,76256,0
4967,532.02148,76291,0
4968,1276.87803,76305,0
4969,1,76311,0
4970,1,76325,0
4971,1000.000267,76337,0
4972,1,76342,0
4973,1,76343,0
4974,1,76385,0
4975,1.463574,76386,0
4976,1057.751197,76387,0
4977,204.716283,76388,0
4978,1,76391,0
4979,5.196414,76391,0
4980,46.10575,76395,0
4981,1000.000821,76395,0
4982,1000.000821,76396,0
4983,1,76403,0
4984,16266.923097,76406,0
4985,950.556184,76414,0
4986,132.125272,76426,0
4987,1,76448,0
4988,1,76467,0
4989,252138.60787,76468,0
4990,1,76469,0
4991,1,76476,0
4992,1000.000197,76478,0
4993,1,76484,0
4994,1,76487,0
4995,46.105811,76503,0
4996,4109.942757,76506,0
4997,1,76515,0
4998,447.144821,76537,0
4999,334.52849,76541,0
5000,1000.000393,76547,0
5001,54.878263,76556,0
5002,1074.013325,76556,0
5003,1,76561,0
5004,1,76561,0
5005,1,76619,0
5006,1,76646,0
5007,1,76649,0
5008,1,76662,0
5009,73.148907,76668,0
5010,1,76683,0
5011,97.605291,76689,0
5012,1,76689,0
5013,1,76690,0
5014,15593.442704,76696,0
5015,11983.125959,76712,0
5016,26726.812425,76724,0
5017,620.151077,76731,0
5018,24404.837223,76797,0
5019,11377.549451,76800,0
5020,1,76804,0
5021,217.123991,76808,0
5022,1,76810,0
5023,1,76818,0
5024,1,76819,0
5025,432.981036,76835,0
5026,1,76877,0
5027,4888.75648,76884,0
5028,2531.91803,76917,0
5029,98265.89835,76920,0
5030,3209.918157,76922,0
5031,1,76934,0
5032,595.132435,76936,0
5033,10.04781,76938,0
5034,1,76959,0
5035,1,76973,0
5036,71.776056,76984,0
5037,1736.156484,76985,0
5038,431.660788,76994,0
5039,6.571813,77012,0
5040,91.971727,77016,0
