ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K
927, 47.9, 0.3126335591838228, 0.0483838383785703, 0.9111280009487044, 10, 9
928, 1.6, 0.01044287465328153, 0.0016161616214297036, 0.03141862322990528, 10, 9
929, 96.8, 0.6317939150439326, 0.09777777777476744, 1.801243564767325, 10, 9
930, 272.9, 1.7811628038979332, 0.2756565656512976, 5.066262348645062, 10, 9
931, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
932, 167.4, 1.092585758049573, 0.16909090908752247, 3.107703617307378, 10, 9
933, 131.2, 0.8563157195449086, 0.1325252525169741, 2.4413549142300934, 10, 9
934, 193.1, 1.260324431829068, 0.1950505050576546, 3.584812237168785, 10, 9
935, 67.3, 0.43925341406382634, 0.06797979797490618, 1.2801443520636284, 10, 9
936, 108.2, 0.7061993968131797, 0.10929292929782108, 2.013373488717196, 10, 9
937, 141.1, 0.92093100637603, 0.14252525253052062, 2.625573006081297, 10, 9
938, 125.1, 0.8165022600787705, 0.126363636367023, 2.3278467970288466, 10, 9
939, 220.2, 1.4372006208341703, 0.2224242424253713, 4.087911209863109, 10, 9
940, 73.5, 0.4797195532466412, 0.07424242423677986, 1.398077412729223, 10, 9
941, 113.5, 0.7407914190348633, 0.11464646465399049, 2.11199529546582, 10, 9
942, 86.1, 0.5619571909668354, 0.08696969696743921, 1.6021391624634986, 10, 9
943, 160.3, 1.0462455019056267, 0.1619191919199445, 2.9758953993690125, 10, 9
944, 146.8, 0.9581337472227801, 0.14828282828358086, 2.7316379680562326, 10, 9
945, 243.6, 1.5899276622667127, 0.2460606060583483, 4.522321392927582, 10, 9
946, 278.4, 1.8170601854700237, 0.28121212121437894, 5.16836730620295, 10, 9
947, 170.5, 1.1128188276409805, 0.17222222221845931, 3.1652536842945516, 10, 9
948, 131.8, 0.86023179759765, 0.1331313131377101, 2.4525196470695607, 10, 9
949, 144.0, 0.9398587166170307, 0.14545454545454545, 2.6795358814720545, 10, 9
950, 204.9, 1.3373406322233823, 0.2069696969775991, 3.803873782474801, 10, 9
951, 166.9, 1.0893223597135084, 0.16858585857870903, 3.098421348438479, 10, 9
952, 118.2, 0.7714673632038054, 0.11939393938942389, 2.199452369374978, 10, 9
953, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
954, 65.3, 0.426199820783957, 0.06595959595658563, 1.2421014292682755, 10, 9
955, 201.8, 1.3171075626319748, 0.20383838384666225, 3.7463237154876277, 10, 9
956, 182.6, 1.1917930670209524, 0.18444444444030522, 3.389884590921907, 10, 9
957, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
958, 125.6, 0.8197656584148351, 0.1268686868758364, 2.337150741061736, 10, 9
959, 219.0, 1.4293684648817022, 0.2212121212177656, 4.065633764577751, 10, 9
960, 96.2, 0.627877837068459, 0.0971717171709646, 1.7900788319278584, 10, 9
961, 1.7, 0.011095554288532657, 0.0017171717164191332, 0.033382287181774356, 10, 9
962, 54.3, 0.35440505771704445, 0.05484848484735597, 1.032865353893834, 10, 9
963, 141.2, 0.921583686011281, 0.14262626262551004, 2.627433794887875, 10, 9
964, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
965, 84.1, 0.5489035976884872, 0.08494949494911866, 1.5649233863319425, 10, 9
966, 109.9, 0.7172949511073913, 0.11101010101424022, 2.045006898429019, 10, 9
967, 74.5, 0.48624634992860705, 0.07525252525440672, 1.4170988741268995, 10, 9
968, 209.1, 1.3647531780505808, 0.2112121212042191, 3.881844840973552, 10, 9
969, 134.3, 0.8765487892177416, 0.13565656566484408, 2.499039367234006, 10, 9
970, 110.8, 0.7231690680685225, 0.1119191919199445, 2.0617539976882195, 10, 9
971, 131.8, 0.86023179759765, 0.1331313131377101, 2.4525196470695607, 10, 9
972, 151.7, 0.9901150507421291, 0.15323232322592628, 2.8162403748239493, 10, 9
973, 245.1, 1.5997178572048385, 0.24757575756785544, 4.550168199534279, 10, 9
974, 142.2, 0.9281104826890891, 0.1436363636431369, 2.646041682953653, 10, 9
975, 145.9, 0.952259630261649, 0.1473737373778766, 2.714890868797033, 10, 9
976, 130.4, 0.8510942822989329, 0.1317171717231924, 2.426468603777471, 10, 9
977, 272.1, 1.7759413665705317, 0.2748484848405827, 5.051410718454824, 10, 9
978, 144.1, 0.9405113962522819, 0.1455555555495349, 2.6813966702786316, 10, 9
979, 96.2, 0.627877837068459, 0.0971717171709646, 1.7900788319278584, 10, 9
980, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
981, 75.4, 0.49212046688558064, 0.076161616160111, 1.4030347601596729, 10, 9
982, 1.7, 0.011095554288532657, 0.0017171717164191332, 0.033382287181774356, 10, 9
983, 140.3, 0.9157095690501498, 0.14171717171980577, 2.610686695628675, 10, 9
984, 172.8, 1.1278304599106654, 0.17454545453868128, 3.2079521210914868, 10, 9
985, 197.3, 1.2877369777376926, 0.1992929293012077, 3.6627832956675364, 10, 9
986, 71.5, 0.46666595996677185, 0.07222222221845931, 1.3600344899338699, 10, 9
987, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
988, 1.7, 0.011095554288532657, 0.0017171717164191332, 0.033382287181774356, 10, 9
989, 219.0, 1.4293684648817022, 0.2212121212177656, 4.065633764577751, 10, 9
990, 108.7, 0.7094627950734976, 0.10979797978970138, 2.0226774327500854, 10, 9
991, 219.7, 1.433937222492427, 0.22191919191655787, 4.078628940994211, 10, 9
992, 119.0, 0.7766888005255279, 0.12020202020013875, 2.2143386798276, 10, 9
993, 78.5, 0.5123535364769881, 0.07929292929104784, 1.4607192131635849, 10, 9
994, 131.8, 0.86023179759765, 0.1331313131377101, 2.4525196470695607, 10, 9
995, 85.6, 0.5586937926266131, 0.0864646464586258, 1.5928352184306098, 10, 9
996, 144.8, 0.945080153944432, 0.1462626262652603, 2.694422191924677, 10, 9
997, 113.4, 0.7401387393181865, 0.11454545454206792, 2.1101345066592425, 10, 9
998, 147.1, 0.9600917862084382, 0.1485858585854823, 2.737220334475966, 10, 9
999, 219.0, 1.4293684648817022, 0.2212121212177656, 4.065633764577751, 10, 9
1000, 110.2, 0.719252990093049, 0.11131313131614165, 2.0505892648487523, 10, 9
1001, 129.4, 0.8445674856169673, 0.13070707070556553, 2.407860715711693, 10, 9
1002, 243.9, 1.5918857012523706, 0.24636363636024974, 4.527890754248921, 10, 9
1003, 127.9, 0.83477729068452, 0.1291919191960584, 2.379948883613026, 10, 9
1004, 136.0, 0.8876443435062743, 0.1373737373812632, 2.530672776945829, 10, 9
1005, 133.9, 0.8739380705112493, 0.13525252525102008, 2.491596212007695, 10, 9
1006, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
1007, 73.5, 0.4797195532466412, 0.07424242423677986, 1.398077412729223, 10, 9
1008, 1.7, 0.011095554288532657, 0.0017171717164191332, 0.033382287181774356, 10, 9
1009, 95.6, 0.6239617590971432, 0.09656565656716173, 1.7789140990883912, 10, 9
1010, 278.2, 1.8157548261180958, 0.281010101007467, 5.164654398655391, 10, 9
1011, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
1012, 2.0, 0.013053593274190542, 0.0020202020183205604, 0.0392732790373816, 10, 9
1013, 171.7, 1.1206509835934484, 0.173434343426065, 3.1875311295799085, 10, 9
1014, 189.6, 1.237480643535326, 0.19151515151289375, 3.5198363550864924, 10, 9
1015, 70.4, 0.4594864836552338, 0.07111111110584302, 1.339110882396426, 10, 9
1016, 139.1, 0.9078774130976819, 0.14050505051220005, 2.588357229949741, 10, 9
1017, 124.5, 0.8125861821017758, 0.12575757576322014, 2.31668206418938, 10, 9
1018, 219.5, 1.4326318631420203, 0.2217171717096459, 4.074916033446651, 10, 9
1019, 128.6, 0.8393460482895658, 0.12989898989485069, 2.3929744052590705, 10, 9
1020, 76.7, 0.5006053025532043, 0.07747474747963927, 1.4272250146451844, 10, 9
1021, 84.5, 0.5515143163135539, 0.08535353534600952, 1.572366541558254, 10, 9
1022, 128.7, 0.8399987280062425, 0.13000000000677325, 2.394835194065648, 10, 9
1023, 104.7, 0.6833556085209588, 0.10575757575306026, 1.9482458804869724, 10, 9
1024, 174.9, 1.1415367329015327, 0.17666666666892442, 3.2469376503408625, 10, 9
1025, 237.8, 1.5520722417862325, 0.24020202021029863, 4.414647074048354, 10, 9
1026, 130.2, 0.8497889229485263, 0.1315151515162804, 2.4227470261643154, 10, 9
1027, 273.0, 1.781815483613089, 0.27575757576322013, 5.068118802418842, 10, 9
1028, 135.9, 0.8869916637895976, 0.13727272726934064, 2.528811988139251, 10, 9
1029, 170.3, 1.1115134683719994, 0.17202020202848045, 3.161540776746992, 10, 9
1030, 143.2, 0.9346372792896294, 0.1446464646438306, 2.6646495710194307, 10, 9
1031, 71.0, 0.46340256163070725, 0.07171717170964588, 1.3505237592350317, 10, 9
1032, 2.3, 0.015011632264006114, 0.0023232323202219875, 0.04516427089298884, 10, 9
1033, 71.8, 0.46862399895810863, 0.07252525252036073, 1.365740928353173, 10, 9
1034, 189.1, 1.234217245195104, 0.19101010100408033, 3.510554086217593, 10, 9
1035, 180.3, 1.176781434756946, 0.18212121212008325, 3.3471861541249712, 10, 9
1036, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
1037, 259.6, 1.6943564085654934, 0.26222222222184594, 4.8193539967323495, 10, 9
1038, 99.0, 0.6461528676742085, 0.1, 1.842180918512037, 10, 9
1039, 2.3, 0.015011632264006114, 0.0023232323202219875, 0.04516427089298884, 10, 9
1040, 135.7, 0.8856863044391909, 0.13707070706242866, 2.5250904105260954, 10, 9
1041, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
1042, 83.8, 0.5469455587028293, 0.08464646464721723, 1.559341019912209, 10, 9
1043, 85.1, 0.5554303943662953, 0.0859595959667455, 1.5835312743977206, 10, 9
1044, 99.5, 0.649416266015952, 0.10050505050881342, 1.851484862544926, 10, 9
1045, 147.9, 0.9653132235358395, 0.14939393939619713, 2.7521066449285887, 10, 9
1046, 120.1, 0.7838682768427447, 0.12131313131275502, 2.2348073566999562, 10, 9
1047, 220.7, 1.4404640191702351, 0.22292929293418473, 4.097193478732009, 10, 9
1048, 134.0, 0.874590750150658, 0.13535353534600952, 2.4934570008142725, 10, 9
1049, 144.3, 0.9418167556026885, 0.14575757575644688, 2.685118247891787, 10, 9
1050, 161.9, 1.0566883765589083, 0.16353535354137422, 3.0055986597494893, 10, 9
1051, 227.1, 1.4822355176277098, 0.22939393938603728, 4.216006520253916, 10, 9
1052, 120.3, 0.7851736361931516, 0.12151515151966702, 2.238528934313112, 10, 9
1053, 260.9, 1.702841244233117, 0.2635353535413742, 4.843487895791486, 10, 9
1054, 151.6, 0.9894623711027204, 0.15313131313093684, 2.8143839210501698, 10, 9
1055, 140.4, 0.9163622486838797, 0.1418181818147952, 2.6125474844352525, 10, 9
1056, 146.7, 0.9574810675833714, 0.14818181818859144, 2.729777179249655, 10, 9
1057, 242.5, 1.5827481859494958, 0.24494949494573204, 4.5019004014160044, 10, 9
1058, 1.8, 0.011748233927941477, 0.001818181811408563, 0.03534595113364344, 10, 9
1059, 186.8, 1.2192056129295765, 0.18868686868385834, 3.4678556494206583, 10, 9
1060, 104.7, 0.6833556085209588, 0.10575757575306026, 1.9482458804869724, 10, 9
1061, 2.3, 0.015011632264006114, 0.0023232323202219875, 0.04516427089298884, 10, 9
1062, 67.4, 0.439906093778982, 0.06808080808682875, 1.2820464982033963, 10, 9
1063, 135.1, 0.8817702264637174, 0.1364646464586258, 2.513925677686628, 10, 9
1064, 190.0, 1.240091362237661, 0.19191919192671775, 3.5272621701816114, 10, 9
1065, 2.1, 0.013706272913599361, 0.0021212121133099902, 0.04123694298925068, 10, 9
1066, 74.5, 0.48624634992860705, 0.07525252525440672, 1.4170988741268995, 10, 9
1067, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
1068, 96.8, 0.6317939150439326, 0.09777777777476744, 1.801243564767325, 10, 9
1069, 118.3, 0.7721200429148033, 0.11949494950134645, 2.2013131581815557, 10, 9
1070, 224.3, 1.4639604871033858, 0.226565656573935, 4.164025814588082, 10, 9
1071, 121.6, 0.7936584717808708, 0.12282828282226216, 2.262719188798623, 10, 9
1072, 90.0, 0.5874116978856442, 0.09090909090909091, 1.6747099259200338, 10, 9
1073, 133.7, 0.8726327111650004, 0.1350505050441081, 2.4878746343945384, 10, 9
1074, 87.1, 0.5684839876446435, 0.08797979798506607, 1.620747050529277, 10, 9
1075, 149.3, 0.9744507388387141, 0.15080808081071484, 2.778157688220678, 10, 9
1076, 148.7, 0.9705346608617196, 0.150202020206912, 2.7669929553812107, 10, 9
1077, 206.1, 1.3451727881758502, 0.20818181818520481, 3.826151227760158, 10, 9
1078, 149.6, 0.9764087778285298, 0.15111111111261627, 2.7837400546404116, 10, 9
1079, 119.9, 0.7825629174923382, 0.12111111110584302, 2.2310857790868, 10, 9
1080, 126.4, 0.8249870956649685, 0.12767676766961814, 2.3520370515143587, 10, 9
1081, 260.3, 1.6989251662576437, 0.26292929293757134, 4.832349173148807, 10, 9
1082, 137.6, 0.8980872180781302, 0.13898989898575978, 2.5604453978510735, 10, 9
1083, 135.0, 0.8811175468284662, 0.13636363636363635, 2.5120648888800505, 10, 9
1084, 102.6, 0.6696493356073595, 0.10363636363975026, 1.9091693155488383, 10, 9
1085, 68.4, 0.44643289037536443, 0.06909090908752247, 1.301067959601073, 10, 9
1086, 256.1, 1.6715126203490192, 0.25868686869401825, 4.7543781146500566, 10, 9
1087, 2.1, 0.013706272913599361, 0.0021212121133099902, 0.04123694298925068, 10, 9
1088, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1089, 173.5, 1.1323992176028157, 0.1752525252544067, 3.220947297507945, 10, 9
1090, 185.4, 1.2100680976267018, 0.18727272726934063, 3.441865296587741, 10, 9
1091, 77.0, 0.502563341544541, 0.0777777777815407, 1.4328073810649178, 10, 9
1092, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1093, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1094, 223.7, 1.4600444090506444, 0.225959595953199, 4.152887091945402, 10, 9
1095, 117.1, 0.7642878868865886, 0.11828282827680761, 2.1789836925026216, 10, 9
1096, 98.8, 0.6448475083238019, 0.099797979793088, 1.8384593408988814, 10, 9
1097, 139.5, 0.9104881317227485, 0.1409090909090909, 2.595800385176052, 10, 9
1098, 126.0, 0.8223763770399017, 0.12727272727272726, 2.3445938962880475, 10, 9
1099, 84.1, 0.5489035976884872, 0.08494949494911866, 1.5649233863319425, 10, 9
1100, 120.4, 0.7858263158284028, 0.12161616161465645, 2.24038972311969, 10, 9
1101, 91.1, 0.5945911742028611, 0.09202020202170719, 1.6951786027923894, 10, 9
1102, 164.0, 1.07039464946835, 0.1656565656546842, 3.0445841889988645, 10, 9
1103, 208.9, 1.3634478187815997, 0.21101010101424023, 3.8781319334259923, 10, 9
1104, 150.0, 0.9790194964494389, 0.15151515150950715, 2.7911832098667233, 10, 9
1105, 165.9, 1.0827955631129682, 0.16757575757801532, 3.0798568107006807, 10, 9
1106, 283.2, 1.8483888093541214, 0.28606060606173495, 5.25747708734438, 10, 9
1107, 124.8, 0.8145442210874339, 0.12606060606512157, 2.3222644306091134, 10, 9
1108, 144.5, 0.9431221149587741, 0.1459595959633589, 2.6888398255049433, 10, 9
1109, 2.4, 0.015664311980682844, 0.002424242432144555, 0.047127934844857916, 10, 9
1110, 122.5, 0.7995325888234277, 0.12373737374489957, 2.2794662880578236, 10, 9
1111, 66.6, 0.4346846564531017, 0.0672727272761139, 1.266829329085255, 10, 9
1112, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1113, 103.6, 0.6761761322037418, 0.10464646464044397, 1.9277772036146164, 10, 9
1114, 248.7, 1.6232143251379894, 0.2512121212076057, 4.617000535390352, 10, 9
1115, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1116, 1.9, 0.012400913644618209, 0.0019191919233311307, 0.03730961508551252, 10, 9
1117, 164.1, 1.071047329107759, 0.16575757574967362, 3.046440642772644, 10, 9
1118, 175.0, 1.1421894125352627, 0.17676767676391386, 3.2487941041146424, 10, 9
1119, 66.8, 0.43599001580350855, 0.0674747474830259, 1.2706336213647904, 10, 9
1120, 88.9, 0.5802322215684272, 0.08979797979647464, 1.6542412490476779, 10, 9
1121, 89.2, 0.5821902605582427, 0.09010101009837605, 1.6598236154674113, 10, 9
1122, 156.1, 1.0188329559970026, 0.15767676767639138, 2.8979243408702606, 10, 9
1123, 109.9, 0.7172949511073913, 0.11101010101424022, 2.045006898429019, 10, 9
1124, 69.9, 0.456223085394916, 0.07060606061396274, 1.3296001516975875, 10, 9
1125, 124.5, 0.8125861821017758, 0.12575757576322014, 2.31668206418938, 10, 9
1126, 211.6, 1.3810701696665149, 0.21373737373135307, 3.928256185318047, 10, 9
1127, 132.9, 0.8674112739148669, 0.13424242425032637, 2.4729883239419164, 10, 9
1128, 173.8, 1.1343572565884734, 0.17555555555630814, 3.2265166588292846, 10, 9
1129, 208.2, 1.3588790610894494, 0.2103030302985148, 3.865136757009534, 10, 9
1130, 141.9, 0.9261524437034312, 0.14333333334123546, 2.64045931653392, 10, 9
1131, 125.3, 0.8178076194291772, 0.12656565657393498, 2.331568374642002, 10, 9
1132, 143.9, 0.9392060369817796, 0.14535353535955603, 2.6776750926654764, 10, 9
1133, 246.1, 1.6062446538826467, 0.2485858585854823, 4.568732737272077, 10, 9
1134, 137.5, 0.8974345384485579, 0.13888888889077036, 2.558584609044496, 10, 9
1135, 132.2, 0.8628425162227167, 0.13353535353460094, 2.4599628022958715, 10, 9
1136, 2.9, 0.018927710241000678, 0.002929292924024842, 0.05694625460420332, 10, 9
1137, 2.4, 0.015664311980682844, 0.002424242432144555, 0.047127934844857916, 10, 9
1138, 99.2, 0.6474582270246154, 0.100202020206912, 1.8459024961251929, 10, 9
1139, 264.4, 1.7256850324454334, 0.2670707070692019, 4.908463777873779, 10, 9
1140, 2.6, 0.016969671249664, 0.0026262626221234147, 0.05105526274859608, 10, 9
1141, 2.4, 0.015664311980682844, 0.002424242432144555, 0.047127934844857916, 10, 9
1142, 180.0, 1.1748233957712884, 0.18181818181818182, 3.341616792803632, 10, 9
1143, 195.9, 1.2785994624348178, 0.19787878788669, 3.636792942834619, 10, 9
1144, 91.5, 0.5972018928237701, 0.09242424241859805, 1.702621758018701, 10, 9
1145, 91.1, 0.5945911742028611, 0.09202020202170719, 1.6951786027923894, 10, 9
1146, 70.7, 0.46144452264504937, 0.07141414140774445, 1.3448173208157286, 10, 9
1147, 91.1, 0.5945911742028611, 0.09202020202170719, 1.6951786027923894, 10, 9
1148, 147.7, 0.9640078641839116, 0.14919191918928515, 2.748385067315433, 10, 9
1149, 227.1, 1.4822355176277098, 0.22939393938603728, 4.216006520253916, 10, 9
1150, 131.9, 0.8608844772370587, 0.1332323232326995, 2.4543804358761383, 10, 9
1151, 107.1, 0.6990199205016416, 0.10818181818520481, 1.99290481184484, 10, 9
1152, 128.4, 0.8380406890205847, 0.12969696970487182, 2.389252827645915, 10, 9
1153, 103.0, 0.6722600542267474, 0.10404040403664112, 1.9166124707751497, 10, 9
1154, 184.3, 1.2028886213151637, 0.18616161615672436, 3.421444305076163, 10, 9
1155, 218.5, 1.4261050665456376, 0.22070707070895218, 4.056351495708853, 10, 9
1156, 170.2, 1.1108607886553226, 0.17191919191655788, 3.1596843229732117, 10, 9
1157, 134.4, 0.8772014688529928, 0.13575757575983352, 2.5009001560405837, 10, 9
1158, 258.1, 1.6845662136273671, 0.2607070707123388, 4.791507190125652, 10, 9
1159, 142.2, 0.9281104826890891, 0.1436363636431369, 2.646041682953653, 10, 9
1160, 161.4, 1.053424978218686, 0.16303030303256077, 2.99631639088059, 10, 9
1161, 2.5, 0.016316991620091665, 0.002525252527133985, 0.049091598796727, 10, 9
1162, 109.9, 0.7172949511073913, 0.11101010101424022, 2.045006898429019, 10, 9
1163, 2.1, 0.013706272913599361, 0.0021212121133099902, 0.04123694298925068, 10, 9
1164, 108.3, 0.7068520764484307, 0.10939393939281052, 2.0152342775237737, 10, 9
1165, 261.9, 1.7093680408294993, 0.2645454545420679, 4.862052433529284, 10, 9
1166, 2.5, 0.016316991620091665, 0.002525252527133985, 0.049091598796727, 10, 9
1167, 2.1, 0.013706272913599361, 0.0021212121133099902, 0.04123694298925068, 10, 9
1168, 143.3, 0.9352899590063062, 0.14474747475575317, 2.666510359826009, 10, 9
1169, 157.0, 1.024707072958134, 0.15858585858209567, 2.9146324248342785, 10, 9
1170, 78.6, 0.513006216116397, 0.07939393938603727, 1.4625800019701627, 10, 9
1171, 138.5, 0.9039613350449404, 0.13989898989146407, 2.577192497110274, 10, 9
1172, 89.2, 0.5821902605582427, 0.09010101009837605, 1.6598236154674113, 10, 9
1173, 147.3, 0.9613971455588449, 0.1487878787923943, 2.7409419120891214, 10, 9
1174, 91.1, 0.5945911742028611, 0.09202020202170719, 1.6951786027923894, 10, 9
1175, 108.9, 0.7107681544239043, 0.10999999999661338, 2.026399010363241, 10, 9
1176, 140.6, 0.9176676080399653, 0.14202020202170718, 2.616269062048408, 10, 9
1177, 104.4, 0.6813975695296222, 0.10545454545115883, 1.9426635140672392, 10, 9
1178, 136.7, 0.8922131011169989, 0.1380808080800555, 2.543698298591873, 10, 9
1179, 196.5, 1.282515540410291, 0.19848484849049286, 3.647931665477298, 10, 9
1180, 185.7, 1.2120261366180385, 0.18757575757124206, 3.4474346579090804, 10, 9
1181, 134.3, 0.8765487892177416, 0.13565656566484408, 2.499039367234006, 10, 9
1182, 207.9, 1.356921022098113, 0.20999999999661337, 3.859567395688195, 10, 9
1183, 128.6, 0.8393460482895658, 0.12989898989485069, 2.3929744052590705, 10, 9
1184, 261.3, 1.7054519628540261, 0.26393939393826504, 4.850913710886605, 10, 9
1185, 162.7, 1.0619098138048841, 0.1643434343351559, 3.020450289939727, 10, 9
1186, 139.8, 0.9124461707084063, 0.14121212121099233, 2.601382751595786, 10, 9
1187, 140.2, 0.9150568893334732, 0.1416161616078832, 2.608825906822097, 10, 9
1188, 107.6, 0.7022833188377063, 0.10868686869401824, 2.002208755877729, 10, 9
1189, 239.8, 1.5651258350604231, 0.2422222222286192, 4.45177614952395, 10, 9
1190, 3.1, 0.02023306959140743, 0.003131313130936839, 0.060873582507941476, 10, 9
1191, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1192, 132.8, 0.8667585941981901, 0.1341414141384038, 2.471127535135339, 10, 9
1193, 140.3, 0.9157095690501498, 0.14171717171980577, 2.610686695628675, 10, 9
1194, 66.0, 0.4307685784761072, 0.06666666667231104, 1.255416452246649, 10, 9
1195, 3.6, 0.023496467933150866, 0.0036363636397502637, 0.07069190226728687, 10, 9
1196, 146.7, 0.9574810675833714, 0.14818181818859144, 2.729777179249655, 10, 9
1197, 3.0, 0.019580389956156304, 0.0030303030359474094, 0.058909918556072395, 10, 9
1198, 234.8, 1.532491851830076, 0.2371717171743512, 4.35895346083496, 10, 9
1199, 131.0, 0.8550103602759275, 0.13232323232699525, 2.437633336616938, 10, 9
1200, 188.9, 1.2329118859246015, 0.19080808081410147, 3.5068411786700335, 10, 9
1201, 90.3, 0.589369736871302, 0.09121212121099234, 1.6802922923397672, 10, 9
1202, 98.5, 0.642889469332465, 0.09949494949118658, 1.832876974479148, 10, 9
1203, 139.6, 0.9111408113579995, 0.14101010100408035, 2.59766117398263, 10, 9
1204, 82.1, 0.5358500044142966, 0.08292929293079809, 1.5277076102003861, 10, 9
1205, 155.4, 1.014264198386278, 0.1569696969775991, 2.8849291644538027, 10, 9
1206, 188.0, 1.2270377688820446, 0.18989898989146406, 3.4901330947060156, 10, 9
1207, 173.6, 1.133051897232388, 0.17535353534939616, 3.222803751281725, 10, 9
1208, 226.3, 1.4770140803775764, 0.22858585859225555, 4.201154890063677, 10, 9
1209, 157.5, 1.0279704712998772, 0.1590909090909091, 2.923914693703178, 10, 9
1210, 245.0, 1.5990651775654297, 0.24747474747286602, 4.5483117457605, 10, 9
1211, 167.4, 1.092585758049573, 0.16909090908752247, 3.107703617307378, 10, 9
1212, 167.9, 1.0958491563913166, 0.1695959595963359, 3.116985886176277, 10, 9
1213, 131.9, 0.8608844772370587, 0.1332323232326995, 2.4543804358761383, 10, 9
1214, 111.2, 0.7257797866935893, 0.11232323231683536, 2.0691971529145308, 10, 9
1215, 70.6, 0.4607918430056405, 0.07131313131275502, 1.3429151746759609, 10, 9
1216, 88.6, 0.5782741825827694, 0.0894949494945732, 1.6486588826279442, 10, 9
1217, 137.2, 0.8954764994587424, 0.13858585858886893, 2.5530022426247623, 10, 9
1218, 135.0, 0.8811175468284662, 0.13636363636363635, 2.5120648888800505, 10, 9
1219, 3.3, 0.021538428941814187, 0.0033333333378488365, 0.06480091041167964, 10, 9
1220, 152.4, 0.9946838084301216, 0.15393939394165168, 2.8292355512404086, 10, 9
1221, 2.4, 0.015664311980682844, 0.002424242432144555, 0.047127934844857916, 10, 9
1222, 4.0, 0.026107186552538773, 0.004040404036641121, 0.0785465580747632, 10, 9
1223, 249.8, 1.6303938014495276, 0.25232323232022197, 4.63742152690193, 10, 9
1224, 146.3, 0.9548703488810367, 0.14777777777476744, 2.722334024023344, 10, 9
1225, 96.1, 0.6272251574332078, 0.09707070707597516, 1.7882180431212802, 10, 9
1226, 3.7, 0.02414914756688089, 0.0037373737347396936, 0.07265556621915596, 10, 9
1227, 189.7, 1.2381333231705773, 0.1916161616078832, 3.5216928088602724, 10, 9
1228, 138.6, 0.904614014761617, 0.14000000000338664, 2.579053285916852, 10, 9
1229, 150.5, 0.9822828947855035, 0.15202020201832056, 2.793962929538592, 10, 9
1230, 85.6, 0.5586937926266131, 0.0864646464586258, 1.5928352184306098, 10, 9
1231, 231.3, 1.509648063536334, 0.2336363636295904, 4.293977578752667, 10, 9
1232, 202.6, 1.3223289998779504, 0.20464646464044398, 3.7611753456778656, 10, 9
1233, 177.2, 1.1565483651655388, 0.1789898989891464, 3.2896360871377968, 10, 9
1234, 274.6, 1.792258358186466, 0.2773737373677167, 5.0978220627993185, 10, 9
1235, 159.2, 1.0390660255884099, 0.16080808080732822, 2.955474407857434, 10, 9
1236, 239.3, 1.5618624367243583, 0.24171717171980575, 4.442493880655051, 10, 9
1237, 173.4, 1.1317465379634066, 0.1751515151594173, 3.2190908437341657, 10, 9
1238, 174.7, 1.1402313735496048, 0.17646464646201243, 3.243224742793302, 10, 9
1239, 2.2, 0.014358952630276093, 0.0022222222252325577, 0.04320060694111976, 10, 9
1240, 4.1, 0.026759866269215504, 0.004141414148563689, 0.08051022202663227, 10, 9
1241, 90.2, 0.5887170572360508, 0.09111111111600291, 1.6784315035331892, 10, 9
1242, 131.9, 0.8608844772370587, 0.1332323232326995, 2.4543804358761383, 10, 9
1243, 125.1, 0.8165022600787705, 0.126363636367023, 2.3278467970288466, 10, 9
1244, 3.6, 0.023496467933150866, 0.0036363636397502637, 0.07069190226728687, 10, 9
1245, 63.4, 0.41379890714501766, 0.06404040403325449, 1.2059606526126905, 10, 9
1246, 103.7, 0.6768288119188975, 0.10474747475236654, 1.9296379924211944, 10, 9
1247, 141.3, 0.9222363656506899, 0.14272727272049948, 2.6292945836944526, 10, 9
1248, 104.8, 0.6840082882319567, 0.10585858586498283, 1.9501066692935503, 10, 9
