algorithm,id_file,arrival_time,created_at,start_time,waiting_time,processing_time,chunk_time,upload_time,original_size,n,m,resultant_size,chunk_size,overhead,nodes_used,actual_nodes_utilization
alg3,5,0,0,1717699482663639026,0,6638531527,2093.992414,2617.06949,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[600.0000057220459, 600.0000057220459, 600.0000057220459]"
alg3,6,0,0,1717699489706999803,0,6627671607,2147.496909,2125.102002,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[700.0000066757202, 700.0000066757202, 700.0000066757202]"
alg3,7,0,0,1717699496771753675,0,7317297459,1996.963648,3002.926499,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[800.0000076293945, 800.0000076293945, 800.0000076293945]"
alg3,8,0,0,1717699504548909839,0,6168922960,2161.35273,2249.638584,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[900.0000085830688, 900.0000085830688, 900.0000085830688]"
alg3,9,0,0,1717699511141558111,0,6967545498,1986.247513,2451.745464,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[1000.0000095367432, 1000.0000095367432, 1000.0000095367432]"
alg4,0,0,0,1717699519844479543,0,6055100409,1812.941609,2565.773801,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[100.00000095367432, 100.00000095367432, 100.00000095367432]"
alg4,1,0,0,1717699526332613190,0,7409915570,2036.313565,3135.877275,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[200.00000190734863, 200.00000190734863, 200.00000190734863]"
alg4,2,0,0,1717699534293247915,0,10716708585,2171.55358,5563.20564,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[300.00000286102295, 300.00000286102295, 300.00000286102295]"
alg4,3,0,0,1717699545973737506,0,10886970344,3055.230255,4270.122985,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[400.00000381469727, 400.00000381469727, 400.00000381469727]"
alg4,4,0,0,1717699557294742892,0,7078761974,2039.23632,2731.661026,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[500.0000047683716, 500.0000047683716, 500.0000047683716]"
alg4,5,0,0,1717699564804906779,0,6502352137,1881.550566,2359.028563,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[600.0000057220459, 600.0000057220459, 600.0000057220459]"
alg4,6,0,0,1717699571735857954,0,5558748291,1887.792889,2046.496338,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[700.0000066757202, 700.0000066757202, 700.0000066757202]"
alg4,7,0,0,1717699577719434648,0,6860960713,2055.783794,2712.399618,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[800.0000076293945, 800.0000076293945, 800.0000076293945]"
alg4,8,0,0,1717699584990797948,0,6070769457,1819.121696,2192.479652,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[900.0000085830688, 900.0000085830688, 900.0000085830688]"
alg4,9,0,0,1717699591485310064,0,7918380745,2363.587447,2926.050215,209715200,3,2,314572803,104857601,150.00000143051147,"[1, 2, 9]","[1000.0000095367432, 1000.0000095367432, 1000.0000095367432]"
