algorithm,id_file,arrival_time,created_at,start_time,waiting_time,processing_time,chunk_time,upload_time,original_size,n,m,resultant_size,chunk_size,overhead,nodes_used,actual_nodes_utilization
alg2,3,0,0,1717699385162168383,0,7048334046,1960.809775,2421.789281,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[400.00000381469727, 400.00000381469727, 400.00000381469727]"
alg2,4,0,0,1717699392626182390,0,7539715278,2004.543843,2646.542275,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[500.0000047683716, 500.0000047683716, 500.0000047683716]"
alg2,5,0,0,1717699400659443055,0,5894520501,1945.216724,2148.360214,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[600.0000057220459, 600.0000057220459, 600.0000057220459]"
alg2,6,0,0,1717699407048890278,0,8033093472,2021.218127,3010.331159,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[700.0000066757202, 700.0000066757202, 700.0000066757202]"
alg2,7,0,0,1717699415522606142,0,8793601842,2350.115965,3306.911499,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[800.0000076293945, 800.0000076293945, 800.0000076293945]"
alg2,8,0,0,1717699424789492894,0,8185360478,2056.049081,2872.483651,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[900.0000085830688, 900.0000085830688, 900.0000085830688]"
alg2,9,0,0,1717699433428550910,0,7433568112,2433.009552,2915.778282,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[1000.0000095367432, 1000.0000095367432, 1000.0000095367432]"
alg3,0,0,0,1717699442725636027,0,6630510126,1964.827686,3354.127947,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[100.00000095367432, 100.00000095367432, 100.00000095367432]"
alg3,1,0,0,1717699449984744266,0,7599858802,1911.802664,2669.946689,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[200.00000190734863, 200.00000190734863, 200.00000190734863]"
alg3,2,0,0,1717699458003352785,0,7990997990,2203.539661,2646.159972,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[300.00000286102295, 300.00000286102295, 300.00000286102295]"
alg3,3,0,0,1717699466418414877,0,7598392867,2014.600982,2714.137139,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[400.00000381469727, 400.00000381469727, 400.00000381469727]"
alg3,4,0,0,1717699474516659768,0,7629382822,1833.646674,3064.202457,209715200,3,2,314572803,104857601,150.00000143051147,"[0, 1, 2]","[500.0000047683716, 500.0000047683716, 500.0000047683716]"
